country,clicks,impressions,ctr,position,date,flag
isl,0,24,0.0,25.625,2022-11-30,🇮🇸
jam,0,75,0.0,41.45333333333333,2022-11-30,🇯🇲
jey,0,1,0.0,73.0,2022-11-30,🇯🇪
kgz,0,30,0.0,45.03333333333333,2022-11-30,🇰🇬
kna,0,10,0.0,46.3,2022-11-30,🇰🇳
kwt,0,47,0.0,44.14893617021277,2022-11-30,🇰🇼
lao,0,48,0.0,49.97916666666666,2022-11-30,🇱🇦
lbr,0,2,0.0,58.0,2022-11-30,🇱🇷
lca,0,4,0.0,53.25,2022-11-30,🇱🇨
lie,0,4,0.0,45.5,2022-11-30,🇱🇮
lso,0,5,0.0,44.0,2022-11-30,🇱🇸
mac,0,15,0.0,44.333333333333336,2022-11-30,🇲🇴
maf,0,1,0.0,16.0,2022-11-30,🇲🇫
mco,0,1,0.0,7.0,2022-11-30,🇲🇨
mhl,0,1,0.0,32.0,2022-11-30,🇲🇭
mli,0,5,0.0,53.0,2022-11-30,🇲🇱
mmr,0,66,0.0,44.27272727272727,2022-11-30,🇲🇲
mne,0,21,0.0,21.857142857142858,2022-11-30,🇲🇪
mng,0,62,0.0,29.225806451612904,2022-11-30,🇲🇳
mnp,0,1,0.0,21.0,2022-11-30,🇲🇵
moz,0,15,0.0,42.66666666666666,2022-11-30,🇲🇿
mrt,0,2,0.0,47.5,2022-11-30,🇲🇷
mtq,0,6,0.0,44.16666666666666,2022-11-30,🇲🇶
mwi,0,8,0.0,38.375,2022-11-30,🇲🇼
nam,0,12,0.0,52.91666666666666,2022-11-30,🇳🇦
ncl,0,4,0.0,69.25,2022-11-30,🇳🇨
ner,0,2,0.0,52.0,2022-11-30,🇳🇪
nic,0,14,0.0,38.642857142857146,2022-11-30,🇳🇮
omn,0,34,0.0,35.61764705882353,2022-11-30,🇴🇲
pry,0,123,0.0,46.926829268292686,2022-11-30,🇵🇾
pyf,0,4,0.0,20.0,2022-11-30,🇵🇫
reu,0,20,0.0,48.25,2022-11-30,🇷🇪
sen,0,38,0.0,38.94736842105263,2022-11-30,🇸🇳
slb,0,1,0.0,31.0,2022-11-30,🇸🇧
sle,0,1,0.0,98.0,2022-11-30,🇸🇱
slv,0,27,0.0,50.18518518518518,2022-11-30,🇸🇻
spm,0,1,0.0,85.0,2022-11-30,🇵🇲
ssd,0,1,0.0,28.0,2022-11-30,🇸🇸
sur,0,7,0.0,44.0,2022-11-30,🇸🇷
svk,0,141,0.0,30.8936170212766,2022-11-30,🇸🇰
sxm,0,5,0.0,30.0,2022-11-30,🇸🇽
syr,0,36,0.0,38.888888888888886,2022-11-30,🇸🇾
tca,0,3,0.0,56.333333333333336,2022-11-30,🇹🇨
tcd,0,2,0.0,26.0,2022-11-30,🇹🇩
tgo,0,9,0.0,48.55555555555556,2022-11-30,🇹🇬
tjk,0,9,0.0,48.333333333333336,2022-11-30,🇹🇯
tkm,0,2,0.0,20.5,2022-11-30,🇹🇲
tza,0,23,0.0,34.17391304347826,2022-11-30,🇹🇿
vct,0,4,0.0,61.5,2022-11-30,🇻🇨
vgb,0,10,0.0,48.5,2022-11-30,🇻🇬
vir,0,5,0.0,39.6,2022-11-30,🇻🇮
wsm,0,1,0.0,54.0,2022-11-30,🇼🇸
yem,0,16,0.0,49.625,2022-11-30,🇾🇪
zwe,0,30,0.0,44.36666666666667,2022-11-30,🇿🇼
ind,414,10890,0.0380165289256198,30.035904499540862,2022-12-31,🇮🇳
usa,329,28218,0.0116592246084059,40.40442270890921,2022-12-31,🇺🇸
deu,102,3337,0.0305663769853161,26.4474078513635,2022-12-31,🇩🇪
fra,81,2215,0.036568848758465,30.20451467268623,2022-12-31,🇫🇷
gbr,74,3912,0.0189161554192229,33.454243353783234,2022-12-31,🇬🇧
ita,61,1200,0.0508333333333333,28.0675,2022-12-31,🇮🇹
esp,55,1405,0.0391459074733096,30.46405693950178,2022-12-31,🇪🇸
tur,48,2103,0.0228245363766048,40.86875891583452,2022-12-31,🇹🇷
can,46,2084,0.0220729366602687,34.74856046065259,2022-12-31,🇨🇦
nld,39,1302,0.0299539170506912,28.135176651305684,2022-12-31,🇳🇱
pol,39,1265,0.0308300395256917,30.782608695652176,2022-12-31,🇵🇱
rus,37,4511,0.0082021724673021,45.99733983595655,2022-12-31,🇷🇺
irn,36,505,0.0712871287128712,21.544554455445542,2022-12-31,🇮🇷
vnm,35,2084,0.0167946257197696,44.770153550863725,2022-12-31,🇻🇳
pak,33,1273,0.025923016496465,37.36370777690495,2022-12-31,🇵🇰
bra,32,3027,0.0105715229600264,45.56722827882392,2022-12-31,🇧🇷
isr,29,724,0.0400552486187845,18.272099447513813,2022-12-31,🇮🇱
aus,28,952,0.0294117647058823,33.16281512605042,2022-12-31,🇦🇺
idn,27,2374,0.0113732097725358,44.260741364785176,2022-12-31,🇮🇩
twn,27,1358,0.0198821796759941,40.92120765832106,2022-12-31,🇹🇼
jpn,26,915,0.028415300546448,34.459016393442624,2022-12-31,🇯🇵
hkg,24,348,0.0689655172413793,27.96264367816092,2022-12-31,🇭🇰
che,21,463,0.0453563714902807,22.15766738660907,2022-12-31,🇨🇭
rou,19,542,0.0350553505535055,36.09963099630996,2022-12-31,🇷🇴
swe,19,613,0.030995106035889,26.66721044045677,2022-12-31,🇸🇪
tha,19,755,0.0251655629139072,39.609271523178805,2022-12-31,🇹🇭
ukr,19,1153,0.0164787510841283,42.23677363399827,2022-12-31,🇺🇦
chn,18,246,0.073170731707317,14.231707317073171,2022-12-31,🇨🇳
bel,16,393,0.0407124681933842,22.674300254452927,2022-12-31,🇧🇪
egy,16,918,0.0174291938997821,42.60457516339869,2022-12-31,🇪🇬
mar,16,485,0.0329896907216494,37.705154639175255,2022-12-31,🇲🇦
dnk,15,312,0.048076923076923,23.51923076923077,2022-12-31,🇩🇰
aut,14,353,0.0396600566572237,23.52974504249292,2022-12-31,🇦🇹
grc,14,362,0.0386740331491712,28.414364640883974,2022-12-31,🇬🇷
mys,14,784,0.0178571428571428,44.56505102040816,2022-12-31,🇲🇾
phl,14,1460,0.0095890410958904,42.26849315068493,2022-12-31,🇵🇭
sgp,13,649,0.0200308166409861,33.05084745762712,2022-12-31,🇸🇬
cze,12,482,0.0248962655601659,37.45643153526971,2022-12-31,🇨🇿
col,11,740,0.0148648648648648,44.68918918918919,2022-12-31,🇨🇴
mex,11,949,0.0115911485774499,44.86722866174921,2022-12-31,🇲🇽
prt,11,368,0.029891304347826,31.21467391304348,2022-12-31,🇵🇹
kor,9,1835,0.0049046321525885,43.6283378746594,2022-12-31,🇰🇷
nor,9,267,0.0337078651685393,29.20599250936329,2022-12-31,🇳🇴
tun,9,210,0.0428571428571428,25.580952380952382,2022-12-31,🇹🇳
zaf,9,340,0.0264705882352941,40.38823529411765,2022-12-31,🇿🇦
bgd,8,967,0.0082730093071354,42.99172699069287,2022-12-31,🇧🇩
chl,8,348,0.0229885057471264,37.65229885057471,2022-12-31,🇨🇱
are,7,399,0.0175438596491228,43.77944862155388,2022-12-31,🇦🇪
bih,7,78,0.0897435897435897,31.2948717948718,2022-12-31,🇧🇦
irl,7,279,0.025089605734767,22.05734767025089,2022-12-31,🇮🇪
arg,6,1145,0.005240174672489,48.97816593886463,2022-12-31,🇦🇷
blr,6,178,0.0337078651685393,35.51123595505618,2022-12-31,🇧🇾
gtm,6,80,0.075,42.425,2022-12-31,🇬🇹
ken,6,153,0.0392156862745098,38.28104575163399,2022-12-31,🇰🇪
ltu,6,357,0.0168067226890756,45.036414565826334,2022-12-31,🇱🇹
sau,6,343,0.0174927113702623,39.74635568513119,2022-12-31,🇸🇦
srb,6,243,0.0246913580246913,40.44444444444444,2022-12-31,🇷🇸
fin,5,276,0.0181159420289855,24.02898550724637,2022-12-31,🇫🇮
hrv,5,161,0.031055900621118,27.13664596273292,2022-12-31,🇭🇷
kaz,5,237,0.0210970464135021,38.358649789029535,2022-12-31,🇰🇿
lva,5,97,0.0515463917525773,39.70103092783505,2022-12-31,🇱🇻
svk,5,130,0.0384615384615384,35.284615384615385,2022-12-31,🇸🇰
geo,4,177,0.0225988700564971,36.11864406779661,2022-12-31,🇬🇪
hun,4,306,0.0130718954248366,38.07516339869281,2022-12-31,🇭🇺
irq,4,401,0.0099750623441396,53.566084788029926,2022-12-31,🇮🇶
jor,4,170,0.0235294117647058,30.68235294117647,2022-12-31,🇯🇴
lbn,4,84,0.0476190476190476,32.39285714285714,2022-12-31,🇱🇧
nga,4,167,0.0239520958083832,35.25748502994012,2022-12-31,🇳🇬
npl,4,194,0.0206185567010309,45.00515463917526,2022-12-31,🇳🇵
dza,3,328,0.0091463414634146,41.073170731707314,2022-12-31,🇩🇿
eth,3,129,0.0232558139534883,47.15503875968992,2022-12-31,🇪🇹
mda,3,129,0.0232558139534883,40.3875968992248,2022-12-31,🇲🇩
mlt,3,38,0.0789473684210526,26.23684210526316,2022-12-31,🇲🇹
mng,3,49,0.0612244897959183,40.42857142857143,2022-12-31,🇲🇳
arm,2,92,0.0217391304347826,36.76086956521739,2022-12-31,🇦🇲
bgr,2,281,0.0071174377224199,42.64768683274021,2022-12-31,🇧🇬
ecu,2,217,0.0092165898617511,44.63594470046083,2022-12-31,🇪🇨
est,2,97,0.0206185567010309,28.123711340206185,2022-12-31,🇪🇪
gha,2,80,0.025,39.4125,2022-12-31,🇬🇭
lka,2,178,0.0112359550561797,38.050561797752806,2022-12-31,🇱🇰
nic,2,21,0.0952380952380952,35.57142857142857,2022-12-31,🇳🇮
per,2,386,0.005181347150259,43.41968911917098,2022-12-31,🇵🇪
svn,2,110,0.0181818181818181,36.16363636363637,2022-12-31,🇸🇮
syr,2,107,0.0186915887850467,20.76635514018692,2022-12-31,🇸🇾
tto,2,82,0.024390243902439,45.0,2022-12-31,🇹🇹
and,1,8,0.125,50.75,2022-12-31,🇦🇩
aze,1,83,0.0120481927710843,28.66265060240964,2022-12-31,🇦🇿
bhr,1,30,0.0333333333333333,37.2,2022-12-31,🇧🇭
bol,1,154,0.0064935064935064,52.9025974025974,2022-12-31,🇧🇴
bwa,1,15,0.0666666666666666,31.133333333333333,2022-12-31,🇧🇼
cri,1,78,0.0128205128205128,36.64102564102564,2022-12-31,🇨🇷
cuw,1,5,0.2,32.2,2022-12-31,🇨🇼
cyp,1,435,0.0022988505747126,62.44367816091954,2022-12-31,🇨🇾
kgz,1,48,0.0208333333333333,51.10416666666666,2022-12-31,🇰🇬
khm,1,148,0.0067567567567567,43.51351351351352,2022-12-31,🇰🇭
lby,1,44,0.0227272727272727,41.20454545454545,2022-12-31,🇱🇾
mdv,1,3,0.3333333333333333,34.0,2022-12-31,🇲🇻
mkd,1,110,0.009090909090909,55.68181818181818,2022-12-31,🇲🇰
mmr,1,60,0.0166666666666666,43.3,2022-12-31,🇲🇲
mne,1,25,0.04,41.84,2022-12-31,🇲🇪
pri,1,27,0.037037037037037,39.407407407407405,2022-12-31,🇵🇷
pry,1,87,0.0114942528735632,43.67816091954023,2022-12-31,🇵🇾
qat,1,55,0.0181818181818181,41.58181818181818,2022-12-31,🇶🇦
sen,1,27,0.037037037037037,36.96296296296296,2022-12-31,🇸🇳
ury,1,92,0.0108695652173913,38.93478260869565,2022-12-31,🇺🇾
uzb,1,128,0.0078125,45.5,2022-12-31,🇺🇿
yem,1,31,0.032258064516129,41.96774193548387,2022-12-31,🇾🇪
abw,0,5,0.0,46.0,2022-12-31,🇦🇼
afg,0,9,0.0,40.22222222222222,2022-12-31,🇦🇫
ago,0,21,0.0,41.142857142857146,2022-12-31,🇦🇴
aia,0,1,0.0,54.0,2022-12-31,🇦🇮
alb,0,51,0.0,48.70588235294117,2022-12-31,🇦🇱
atg,0,6,0.0,43.833333333333336,2022-12-31,🇦🇬
ben,0,21,0.0,47.47619047619048,2022-12-31,🇧🇯
bfa,0,7,0.0,43.85714285714285,2022-12-31,🇧🇫
bhs,0,28,0.0,47.892857142857146,2022-12-31,🇧🇸
blz,0,10,0.0,66.6,2022-12-31,🇧🇿
bmu,0,4,0.0,13.0,2022-12-31,🇧🇲
brb,0,40,0.0,59.125,2022-12-31,🇧🇧
brn,0,4,0.0,26.0,2022-12-31,🇧🇳
btn,0,6,0.0,40.66666666666666,2022-12-31,🇧🇹
civ,0,32,0.0,41.15625,2022-12-31,🇨🇮
cmr,0,15,0.0,24.4,2022-12-31,🇨🇲
cod,0,8,0.0,26.125,2022-12-31,🇨🇩
cog,0,10,0.0,46.8,2022-12-31,🇨🇬
cpv,0,2,0.0,47.5,2022-12-31,🇨🇻
cub,0,19,0.0,40.05263157894737,2022-12-31,🇨🇺
cym,0,3,0.0,28.0,2022-12-31,🇰🇾
dji,0,5,0.0,61.2,2022-12-31,🇩🇯
dma,0,5,0.0,46.0,2022-12-31,🇩🇲
dom,0,189,0.0,53.07936507936508,2022-12-31,🇩🇴
fji,0,1,0.0,27.0,2022-12-31,🇫🇯
fro,0,1,0.0,86.0,2022-12-31,🇫🇴
fsm,0,1,0.0,35.0,2022-12-31,🇫🇲
gab,0,5,0.0,56.8,2022-12-31,🇬🇦
ggy,0,2,0.0,9.5,2022-12-31,🇬🇬
gib,0,2,0.0,55.5,2022-12-31,🇬🇮
glp,0,7,0.0,29.857142857142858,2022-12-31,🇬🇵
gmb,0,8,0.0,60.125,2022-12-31,🇬🇲
gnq,0,1,0.0,68.0,2022-12-31,🇬🇶
grd,0,4,0.0,47.0,2022-12-31,🇬🇩
gum,0,2,0.0,43.5,2022-12-31,🇬🇺
guy,0,14,0.0,49.21428571428572,2022-12-31,🇬🇾
hnd,0,43,0.0,51.53488372093023,2022-12-31,🇭🇳
hti,0,18,0.0,40.16666666666666,2022-12-31,🇭🇹
imn,0,8,0.0,39.125,2022-12-31,🇮🇲
isl,0,27,0.0,28.85185185185185,2022-12-31,🇮🇸
jam,0,75,0.0,51.46666666666667,2022-12-31,🇯🇲
jey,0,4,0.0,27.5,2022-12-31,🇯🇪
kir,0,1,0.0,77.0,2022-12-31,🇰🇮
kna,0,11,0.0,56.90909090909091,2022-12-31,🇰🇳
kwt,0,41,0.0,37.829268292682926,2022-12-31,🇰🇼
lao,0,42,0.0,61.73809523809524,2022-12-31,🇱🇦
lbr,0,2,0.0,53.0,2022-12-31,🇱🇷
lca,0,15,0.0,56.93333333333333,2022-12-31,🇱🇨
lso,0,1,0.0,32.0,2022-12-31,🇱🇸
lux,0,44,0.0,26.227272727272727,2022-12-31,🇱🇺
mac,0,26,0.0,25.5,2022-12-31,🇲🇴
maf,0,3,0.0,32.33333333333333,2022-12-31,🇲🇫
mco,0,2,0.0,67.0,2022-12-31,🇲🇨
mdg,0,18,0.0,38.5,2022-12-31,🇲🇬
mli,0,6,0.0,61.833333333333336,2022-12-31,🇲🇱
moz,0,15,0.0,49.266666666666666,2022-12-31,🇲🇿
mrt,0,3,0.0,57.66666666666666,2022-12-31,🇲🇷
mus,0,22,0.0,38.72727272727273,2022-12-31,🇲🇺
mwi,0,3,0.0,8.666666666666668,2022-12-31,🇲🇼
nam,0,11,0.0,48.09090909090909,2022-12-31,🇳🇦
ncl,0,4,0.0,29.75,2022-12-31,🇳🇨
ner,0,1,0.0,18.0,2022-12-31,🇳🇪
nru,0,1,0.0,68.0,2022-12-31,🇳🇷
nzl,0,155,0.0,31.50967741935484,2022-12-31,🇳🇿
omn,0,26,0.0,44.5,2022-12-31,🇴🇲
pan,0,65,0.0,49.63076923076923,2022-12-31,🇵🇦
png,0,4,0.0,19.5,2022-12-31,🇵🇬
pse,0,276,0.0,49.619565217391305,2022-12-31,🇵🇸
pyf,0,3,0.0,43.0,2022-12-31,🇵🇫
reu,0,10,0.0,44.3,2022-12-31,🇷🇪
rwa,0,9,0.0,28.11111111111111,2022-12-31,🇷🇼
sdn,0,27,0.0,28.0,2022-12-31,🇸🇩
sle,0,1,0.0,57.0,2022-12-31,🇸🇱
slv,0,45,0.0,39.17777777777778,2022-12-31,🇸🇻
smr,0,1,0.0,8.0,2022-12-31,🇸🇲
som,0,7,0.0,50.142857142857146,2022-12-31,🇸🇴
stp,0,1,0.0,58.0,2022-12-31,🇸🇹
sur,0,6,0.0,32.83333333333333,2022-12-31,🇸🇷
swz,0,2,0.0,97.5,2022-12-31,🇸🇿
sxm,0,2,0.0,8.5,2022-12-31,🇸🇽
syc,0,1,0.0,30.0,2022-12-31,🇸🇨
tca,0,3,0.0,30.33333333333333,2022-12-31,🇹🇨
tcd,0,2,0.0,92.0,2022-12-31,🇹🇩
tgo,0,20,0.0,49.5,2022-12-31,🇹🇬
tjk,0,2,0.0,37.0,2022-12-31,🇹🇯
tkm,0,3,0.0,12.0,2022-12-31,🇹🇲
tza,0,21,0.0,37.47619047619048,2022-12-31,🇹🇿
uga,0,19,0.0,33.94736842105263,2022-12-31,🇺🇬
vct,0,6,0.0,59.5,2022-12-31,🇻🇨
ven,0,238,0.0,47.34873949579832,2022-12-31,🇻🇪
vgb,0,8,0.0,43.875,2022-12-31,🇻🇬
vir,0,1,0.0,81.0,2022-12-31,🇻🇮
vut,0,1,0.0,35.0,2022-12-31,🇻🇺
zmb,0,11,0.0,52.0,2022-12-31,🇿🇲
zwe,0,17,0.0,49.23529411764706,2022-12-31,🇿🇼
