country,clicks,impressions,ctr,position,date,flag
kna,0,7,0.0,44.142857142857146,2022-09-30,🇰🇳
kwt,0,39,0.0,50.48717948717949,2022-09-30,🇰🇼
lby,0,47,0.0,66.7872340425532,2022-09-30,🇱🇾
lca,0,2,0.0,65.5,2022-09-30,🇱🇨
lso,0,1,0.0,139.0,2022-09-30,🇱🇸
mac,0,14,0.0,27.0,2022-09-30,🇲🇴
mdg,0,15,0.0,47.333333333333336,2022-09-30,🇲🇬
mdv,0,6,0.0,50.16666666666666,2022-09-30,🇲🇻
mkd,0,194,0.0,70.62371134020619,2022-09-30,🇲🇰
mli,0,6,0.0,69.16666666666667,2022-09-30,🇲🇱
mlt,0,24,0.0,33.25,2022-09-30,🇲🇹
mmr,0,65,0.0,48.83076923076923,2022-09-30,🇲🇲
mne,0,11,0.0,55.18181818181818,2022-09-30,🇲🇪
mng,0,25,0.0,43.12,2022-09-30,🇲🇳
moz,0,9,0.0,56.333333333333336,2022-09-30,🇲🇿
mrt,0,7,0.0,43.85714285714285,2022-09-30,🇲🇷
msr,0,1,0.0,46.0,2022-09-30,🇲🇸
mtq,0,4,0.0,58.25,2022-09-30,🇲🇶
mus,0,16,0.0,33.75,2022-09-30,🇲🇺
mwi,0,8,0.0,61.25,2022-09-30,🇲🇼
nam,0,13,0.0,39.76923076923077,2022-09-30,🇳🇦
ncl,0,4,0.0,29.5,2022-09-30,🇳🇨
nic,0,18,0.0,42.94444444444444,2022-09-30,🇳🇮
png,0,2,0.0,64.5,2022-09-30,🇵🇬
pri,0,21,0.0,48.04761904761905,2022-09-30,🇵🇷
pse,0,239,0.0,53.53138075313807,2022-09-30,🇵🇸
pyf,0,4,0.0,57.5,2022-09-30,🇵🇫
reu,0,13,0.0,41.23076923076923,2022-09-30,🇷🇪
rwa,0,3,0.0,40.66666666666666,2022-09-30,🇷🇼
sen,0,30,0.0,57.1,2022-09-30,🇸🇳
slv,0,37,0.0,58.2972972972973,2022-09-30,🇸🇻
som,0,5,0.0,68.8,2022-09-30,🇸🇴
ssd,0,2,0.0,54.0,2022-09-30,🇸🇸
sur,0,7,0.0,47.57142857142857,2022-09-30,🇸🇷
swz,0,1,0.0,10.0,2022-09-30,🇸🇿
sxm,0,5,0.0,54.6,2022-09-30,🇸🇽
syc,0,3,0.0,14.0,2022-09-30,🇸🇨
syr,0,22,0.0,60.36363636363637,2022-09-30,🇸🇾
tgo,0,18,0.0,76.33333333333333,2022-09-30,🇹🇬
tjk,0,1,0.0,20.0,2022-09-30,🇹🇯
tkm,0,1,0.0,11.0,2022-09-30,🇹🇲
tls,0,1,0.0,6.0,2022-09-30,🇹🇱
tto,0,69,0.0,52.95652173913044,2022-09-30,🇹🇹
uga,0,16,0.0,33.5625,2022-09-30,🇺🇬
vct,0,3,0.0,85.66666666666667,2022-09-30,🇻🇨
vgb,0,12,0.0,50.75,2022-09-30,🇻🇬
wsm,0,1,0.0,55.0,2022-09-30,🇼🇸
yem,0,27,0.0,62.74074074074074,2022-09-30,🇾🇪
zmb,0,10,0.0,51.9,2022-09-30,🇿🇲
zwe,0,14,0.0,31.428571428571427,2022-09-30,🇿🇼
usa,438,21830,0.0200641319285387,33.61736142922584,2022-10-31,🇺🇸
ind,349,9826,0.0355180134337472,29.649399552208425,2022-10-31,🇮🇳
deu,127,3033,0.041872733267392,22.00593471810089,2022-10-31,🇩🇪
gbr,108,4205,0.0256837098692033,30.873008323424493,2022-10-31,🇬🇧
fra,99,2553,0.0387779083431257,42.24990207598904,2022-10-31,🇫🇷
can,69,1619,0.0426189005558987,28.684990735021614,2022-10-31,🇨🇦
esp,56,1274,0.0439560439560439,28.68995290423862,2022-10-31,🇪🇸
tur,55,1770,0.0310734463276836,45.48022598870057,2022-10-31,🇹🇷
ita,53,1215,0.0436213991769547,24.82304526748971,2022-10-31,🇮🇹
nld,53,1197,0.0442773600668337,26.2280701754386,2022-10-31,🇳🇱
pak,50,1283,0.0389711613406079,35.60015588464536,2022-10-31,🇵🇰
rus,50,4568,0.0109457092819614,45.9369527145359,2022-10-31,🇷🇺
idn,41,2025,0.0202469135802469,44.49135802469136,2022-10-31,🇮🇩
vnm,34,1747,0.0194619347452776,46.38408700629651,2022-10-31,🇻🇳
aus,33,1153,0.028620988725065,27.288811795316565,2022-10-31,🇦🇺
bra,33,2445,0.0134969325153374,44.65398773006135,2022-10-31,🇧🇷
sgp,32,851,0.0376028202115158,25.600470035252645,2022-10-31,🇸🇬
pol,31,1065,0.0291079812206572,31.07887323943662,2022-10-31,🇵🇱
irn,30,520,0.0576923076923076,21.028846153846157,2022-10-31,🇮🇷
isr,29,433,0.0669745958429561,23.33487297921478,2022-10-31,🇮🇱
ukr,28,1468,0.0190735694822888,43.33174386920981,2022-10-31,🇺🇦
hkg,25,418,0.0598086124401913,22.81578947368421,2022-10-31,🇭🇰
rou,25,478,0.0523012552301255,32.89121338912134,2022-10-31,🇷🇴
tha,22,687,0.032023289665211,41.64192139737991,2022-10-31,🇹🇭
bel,19,332,0.0572289156626506,22.768072289156628,2022-10-31,🇧🇪
egy,18,716,0.0251396648044692,46.09078212290503,2022-10-31,🇪🇬
twn,18,1079,0.0166821130676552,40.04726598702502,2022-10-31,🇹🇼
jpn,17,855,0.0198830409356725,30.25497076023392,2022-10-31,🇯🇵
swe,17,592,0.0287162162162162,26.261824324324323,2022-10-31,🇸🇪
tun,17,208,0.0817307692307692,28.759615384615383,2022-10-31,🇹🇳
zaf,17,389,0.0437017994858611,36.634961439588686,2022-10-31,🇿🇦
che,15,473,0.0317124735729386,24.109936575052853,2022-10-31,🇨🇭
col,15,769,0.0195058517555266,43.46944083224968,2022-10-31,🇨🇴
dnk,14,335,0.0417910447761194,21.788059701492536,2022-10-31,🇩🇰
mar,14,476,0.0294117647058823,35.66806722689076,2022-10-31,🇲🇦
phl,14,1152,0.0121527777777777,44.0234375,2022-10-31,🇵🇭
chn,13,234,0.0555555555555555,15.991452991452991,2022-10-31,🇨🇳
grc,13,295,0.0440677966101694,23.928813559322037,2022-10-31,🇬🇷
mys,13,695,0.018705035971223,43.7726618705036,2022-10-31,🇲🇾
aut,12,271,0.044280442804428,23.65682656826568,2022-10-31,🇦🇹
cze,12,377,0.0318302387267904,30.89920424403183,2022-10-31,🇨🇿
arg,11,1141,0.0096406660823838,50.35495179666959,2022-10-31,🇦🇷
mex,11,857,0.0128354725787631,45.27071178529755,2022-10-31,🇲🇽
dza,10,283,0.0353356890459364,43.25441696113074,2022-10-31,🇩🇿
bgr,9,246,0.0365853658536585,34.95528455284553,2022-10-31,🇧🇬
kor,9,1772,0.005079006772009,39.99040632054176,2022-10-31,🇰🇷
are,8,284,0.028169014084507,41.04225352112676,2022-10-31,🇦🇪
irl,8,269,0.0297397769516728,28.4275092936803,2022-10-31,🇮🇪
nzl,8,180,0.0444444444444444,27.655555555555555,2022-10-31,🇳🇿
blr,7,140,0.05,31.1,2022-10-31,🇧🇾
fin,7,257,0.0272373540856031,21.66147859922179,2022-10-31,🇫🇮
nga,7,186,0.0376344086021505,42.543010752688176,2022-10-31,🇳🇬
prt,7,318,0.0220125786163522,28.68553459119497,2022-10-31,🇵🇹
bgd,6,653,0.009188361408882,43.39509954058193,2022-10-31,🇧🇩
hun,6,291,0.0206185567010309,35.36426116838488,2022-10-31,🇭🇺
ltu,6,279,0.021505376344086,42.83512544802868,2022-10-31,🇱🇹
nor,6,260,0.023076923076923,25.70769230769231,2022-10-31,🇳🇴
ecu,5,201,0.0248756218905472,46.45273631840796,2022-10-31,🇪🇨
ken,5,150,0.0333333333333333,46.71333333333333,2022-10-31,🇰🇪
sau,5,289,0.0173010380622837,38.484429065743946,2022-10-31,🇸🇦
srb,5,229,0.0218340611353711,40.91703056768559,2022-10-31,🇷🇸
chl,4,271,0.014760147601476,41.73431734317343,2022-10-31,🇨🇱
est,4,91,0.0439560439560439,26.384615384615383,2022-10-31,🇪🇪
jor,4,180,0.0222222222222222,28.094444444444445,2022-10-31,🇯🇴
cmr,3,23,0.1304347826086956,22.73913043478261,2022-10-31,🇨🇲
gha,3,125,0.024,55.16,2022-10-31,🇬🇭
kaz,3,187,0.0160427807486631,35.54545454545455,2022-10-31,🇰🇿
lva,3,99,0.0303030303030303,40.24242424242424,2022-10-31,🇱🇻
mkd,3,233,0.0128755364806866,69.10729613733906,2022-10-31,🇲🇰
pan,3,44,0.0681818181818181,47.0,2022-10-31,🇵🇦
yem,3,32,0.09375,31.1875,2022-10-31,🇾🇪
arm,2,103,0.0194174757281553,30.21359223300971,2022-10-31,🇦🇲
bol,2,103,0.0194174757281553,53.19417475728155,2022-10-31,🇧🇴
dom,2,162,0.0123456790123456,51.17283950617284,2022-10-31,🇩🇴
eth,2,106,0.0188679245283018,51.320754716981135,2022-10-31,🇪🇹
hrv,2,89,0.0224719101123595,29.280898876404493,2022-10-31,🇭🇷
lux,2,38,0.0526315789473684,22.57894736842105,2022-10-31,🇱🇺
npl,2,137,0.0145985401459854,44.2043795620438,2022-10-31,🇳🇵
svk,2,109,0.018348623853211,27.36697247706422,2022-10-31,🇸🇰
svn,2,70,0.0285714285714285,29.214285714285715,2022-10-31,🇸🇮
uzb,2,69,0.0289855072463768,34.768115942028984,2022-10-31,🇺🇿
ven,2,246,0.008130081300813,53.5650406504065,2022-10-31,🇻🇪
bhr,1,22,0.0454545454545454,30.0,2022-10-31,🇧🇭
brb,1,31,0.032258064516129,35.03225806451613,2022-10-31,🇧🇧
brn,1,11,0.0909090909090909,49.09090909090909,2022-10-31,🇧🇳
bwa,1,15,0.0666666666666666,37.86666666666667,2022-10-31,🇧🇼
cyp,1,165,0.006060606060606,46.2,2022-10-31,🇨🇾
geo,1,126,0.0079365079365079,37.97619047619048,2022-10-31,🇬🇪
gmb,1,5,0.2,42.2,2022-10-31,🇬🇲
gum,1,3,0.3333333333333333,75.33333333333333,2022-10-31,🇬🇺
irq,1,435,0.0022988505747126,49.25517241379311,2022-10-31,🇮🇶
kgz,1,29,0.0344827586206896,28.27586206896552,2022-10-31,🇰🇬
kwt,1,67,0.0149253731343283,43.59701492537314,2022-10-31,🇰🇼
lbn,1,45,0.0222222222222222,41.2,2022-10-31,🇱🇧
lka,1,190,0.0052631578947368,27.521052631578947,2022-10-31,🇱🇰
nam,1,20,0.05,39.3,2022-10-31,🇳🇦
omn,1,30,0.0333333333333333,48.2,2022-10-31,🇴🇲
sxm,1,6,0.1666666666666666,43.16666666666666,2022-10-31,🇸🇽
uga,1,20,0.05,46.95,2022-10-31,🇺🇬
ury,1,75,0.0133333333333333,39.66666666666666,2022-10-31,🇺🇾
abw,0,1,0.0,39.0,2022-10-31,🇦🇼
afg,0,5,0.0,26.4,2022-10-31,🇦🇫
ago,0,13,0.0,46.61538461538461,2022-10-31,🇦🇴
aia,0,1,0.0,36.0,2022-10-31,🇦🇮
ala,0,2,0.0,7.0,2022-10-31,🇦🇽
alb,0,75,0.0,52.053333333333335,2022-10-31,🇦🇱
and,0,6,0.0,46.833333333333336,2022-10-31,🇦🇩
atg,0,4,0.0,62.0,2022-10-31,🇦🇬
aze,0,67,0.0,40.61194029850746,2022-10-31,🇦🇿
bdi,0,2,0.0,6.0,2022-10-31,🇧🇮
ben,0,26,0.0,44.61538461538461,2022-10-31,🇧🇯
bfa,0,6,0.0,21.33333333333333,2022-10-31,🇧🇫
bhs,0,22,0.0,59.95454545454545,2022-10-31,🇧🇸
bih,0,47,0.0,50.27659574468085,2022-10-31,🇧🇦
blz,0,6,0.0,72.0,2022-10-31,🇧🇿
bmu,0,5,0.0,36.6,2022-10-31,🇧🇲
btn,0,6,0.0,27.0,2022-10-31,🇧🇹
caf,0,2,0.0,9.0,2022-10-31,🇨🇫
civ,0,41,0.0,55.04878048780488,2022-10-31,🇨🇮
cod,0,24,0.0,27.666666666666668,2022-10-31,🇨🇩
cog,0,9,0.0,74.66666666666667,2022-10-31,🇨🇬
cpv,0,22,0.0,65.4090909090909,2022-10-31,🇨🇻
cri,0,66,0.0,35.96969696969697,2022-10-31,🇨🇷
cub,0,12,0.0,47.0,2022-10-31,🇨🇺
cuw,0,4,0.0,42.5,2022-10-31,🇨🇼
cym,0,5,0.0,67.6,2022-10-31,🇰🇾
dma,0,5,0.0,36.0,2022-10-31,🇩🇲
esh,0,1,0.0,58.0,2022-10-31,🇪🇭
fji,0,1,0.0,39.0,2022-10-31,🇫🇯
fsm,0,2,0.0,27.0,2022-10-31,🇫🇲
gab,0,11,0.0,51.27272727272727,2022-10-31,🇬🇦
ggy,0,1,0.0,58.0,2022-10-31,🇬🇬
gib,0,3,0.0,27.33333333333333,2022-10-31,🇬🇮
glp,0,8,0.0,55.375,2022-10-31,🇬🇵
gnq,0,2,0.0,84.5,2022-10-31,🇬🇶
grd,0,4,0.0,27.0,2022-10-31,🇬🇩
grl,0,4,0.0,58.0,2022-10-31,🇬🇱
gtm,0,56,0.0,49.73214285714285,2022-10-31,🇬🇹
guf,0,1,0.0,83.0,2022-10-31,🇬🇫
guy,0,8,0.0,50.625,2022-10-31,🇬🇾
hnd,0,64,0.0,58.8125,2022-10-31,🇭🇳
hti,0,5,0.0,76.8,2022-10-31,🇭🇹
isl,0,19,0.0,22.63157894736842,2022-10-31,🇮🇸
jam,0,49,0.0,56.55102040816327,2022-10-31,🇯🇲
jey,0,2,0.0,41.0,2022-10-31,🇯🇪
khm,0,149,0.0,45.8255033557047,2022-10-31,🇰🇭
kna,0,7,0.0,41.142857142857146,2022-10-31,🇰🇳
lao,0,40,0.0,52.525,2022-10-31,🇱🇦
lbr,0,1,0.0,63.0,2022-10-31,🇱🇷
lby,0,55,0.0,58.38181818181818,2022-10-31,🇱🇾
lca,0,6,0.0,40.833333333333336,2022-10-31,🇱🇨
mac,0,8,0.0,40.875,2022-10-31,🇲🇴
mda,0,94,0.0,41.41489361702128,2022-10-31,🇲🇩
mdg,0,22,0.0,40.45454545454545,2022-10-31,🇲🇬
mdv,0,4,0.0,31.25,2022-10-31,🇲🇻
mli,0,3,0.0,45.333333333333336,2022-10-31,🇲🇱
mlt,0,28,0.0,30.392857142857142,2022-10-31,🇲🇹
mmr,0,60,0.0,46.46666666666667,2022-10-31,🇲🇲
mne,0,20,0.0,31.45,2022-10-31,🇲🇪
mng,0,47,0.0,38.7872340425532,2022-10-31,🇲🇳
moz,0,10,0.0,31.7,2022-10-31,🇲🇿
mrt,0,7,0.0,37.285714285714285,2022-10-31,🇲🇷
msr,0,1,0.0,46.0,2022-10-31,🇲🇸
mtq,0,10,0.0,42.7,2022-10-31,🇲🇶
mus,0,22,0.0,35.54545454545455,2022-10-31,🇲🇺
mwi,0,5,0.0,86.8,2022-10-31,🇲🇼
myt,0,4,0.0,69.25,2022-10-31,🇾🇹
ncl,0,4,0.0,38.75,2022-10-31,🇳🇨
ner,0,1,0.0,23.0,2022-10-31,🇳🇪
nic,0,15,0.0,61.06666666666667,2022-10-31,🇳🇮
per,0,380,0.0,51.39736842105263,2022-10-31,🇵🇪
png,0,3,0.0,34.666666666666664,2022-10-31,🇵🇬
pri,0,33,0.0,37.93939393939394,2022-10-31,🇵🇷
pry,0,703,0.0,44.2773826458037,2022-10-31,🇵🇾
pse,0,230,0.0,54.24782608695652,2022-10-31,🇵🇸
pyf,0,2,0.0,40.5,2022-10-31,🇵🇫
qat,0,53,0.0,33.924528301886795,2022-10-31,🇶🇦
reu,0,7,0.0,35.857142857142854,2022-10-31,🇷🇪
rwa,0,18,0.0,31.27777777777778,2022-10-31,🇷🇼
sdn,0,13,0.0,58.69230769230769,2022-10-31,🇸🇩
sen,0,21,0.0,45.19047619047619,2022-10-31,🇸🇳
slv,0,31,0.0,57.193548387096776,2022-10-31,🇸🇻
smr,0,2,0.0,23.5,2022-10-31,🇸🇲
som,0,9,0.0,72.0,2022-10-31,🇸🇴
ssd,0,1,0.0,43.0,2022-10-31,🇸🇸
sur,0,11,0.0,72.0,2022-10-31,🇸🇷
swz,0,3,0.0,66.33333333333333,2022-10-31,🇸🇿
syc,0,5,0.0,16.8,2022-10-31,🇸🇨
syr,0,36,0.0,47.388888888888886,2022-10-31,🇸🇾
tca,0,4,0.0,34.5,2022-10-31,🇹🇨
tgo,0,16,0.0,55.4375,2022-10-31,🇹🇬
tjk,0,3,0.0,51.66666666666666,2022-10-31,🇹🇯
tkm,0,2,0.0,15.5,2022-10-31,🇹🇲
tto,0,52,0.0,47.69230769230769,2022-10-31,🇹🇹
tza,0,20,0.0,65.35,2022-10-31,🇹🇿
vct,0,1,0.0,43.0,2022-10-31,🇻🇨
vgb,0,11,0.0,47.54545454545455,2022-10-31,🇻🇬
vir,0,1,0.0,10.0,2022-10-31,🇻🇮
vut,0,2,0.0,43.0,2022-10-31,🇻🇺
zmb,0,14,0.0,70.07142857142857,2022-10-31,🇿🇲
zwe,0,16,0.0,34.75,2022-10-31,🇿🇼
ind,474,11977,0.0395758537196292,28.19270268013693,2022-11-30,🇮🇳
usa,462,28045,0.0164735246924585,36.4791228382956,2022-11-30,🇺🇸
gbr,120,4816,0.0249169435215946,28.536960132890364,2022-11-30,🇬🇧
deu,119,3717,0.032015065913371,21.29808985741189,2022-11-30,🇩🇪
fra,108,2618,0.0412528647822765,25.072192513368982,2022-11-30,🇫🇷
can,67,2220,0.0301801801801801,29.21126126126126,2022-11-30,🇨🇦
ita,57,1296,0.0439814814814814,24.493827160493822,2022-11-30,🇮🇹
esp,54,1424,0.0379213483146067,28.6875,2022-11-30,🇪🇸
tur,50,2313,0.0216169476869865,41.747081712062254,2022-11-30,🇹🇷
nld,47,1531,0.0306988896146309,26.87851077726976,2022-11-30,🇳🇱
bra,46,3029,0.0151865302079894,43.31132386926378,2022-11-30,🇧🇷
rus,42,4170,0.0100719424460431,43.36786570743405,2022-11-30,🇷🇺
pol,40,1319,0.0303260045489006,30.40864291129644,2022-11-30,🇵🇱
aus,39,1151,0.0338835794960903,28.149435273675063,2022-11-30,🇦🇺
vnm,35,2086,0.0167785234899328,42.68744007670182,2022-11-30,🇻🇳
idn,30,2439,0.01230012300123,42.64657646576466,2022-11-30,🇮🇩
kor,30,1775,0.0169014084507042,38.180281690140845,2022-11-30,🇰🇷
isr,29,628,0.0461783439490445,20.10987261146497,2022-11-30,🇮🇱
rou,29,597,0.0485762144053601,25.710217755443885,2022-11-30,🇷🇴
pak,28,1299,0.0215550423402617,35.64357197844496,2022-11-30,🇵🇰
sgp,24,766,0.031331592689295,24.558746736292427,2022-11-30,🇸🇬
tha,24,745,0.0322147651006711,36.69395973154362,2022-11-30,🇹🇭
phl,23,1398,0.0164520743919885,40.67381974248927,2022-11-30,🇵🇭
twn,23,1183,0.0194420963651732,38.38377007607777,2022-11-30,🇹🇼
jpn,22,934,0.0235546038543897,34.29229122055675,2022-11-30,🇯🇵
che,19,513,0.037037037037037,21.257309941520468,2022-11-30,🇨🇭
irn,19,435,0.0436781609195402,22.917241379310344,2022-11-30,🇮🇷
chn,17,283,0.0600706713780918,13.46643109540636,2022-11-30,🇨🇳
swe,17,671,0.0253353204172876,23.36810730253353,2022-11-30,🇸🇪
bgr,16,281,0.0569395017793594,34.32740213523132,2022-11-30,🇧🇬
dnk,16,421,0.0380047505938242,20.225653206650836,2022-11-30,🇩🇰
aut,15,384,0.0390625,20.971354166666668,2022-11-30,🇦🇹
hkg,15,449,0.0334075723830735,23.610244988864142,2022-11-30,🇭🇰
col,14,793,0.0176544766708701,41.389659520807065,2022-11-30,🇨🇴
fin,14,352,0.0397727272727272,17.607954545454547,2022-11-30,🇫🇮
grc,14,342,0.0409356725146198,21.96198830409357,2022-11-30,🇬🇷
ukr,14,1246,0.0112359550561797,41.33868378812199,2022-11-30,🇺🇦
bel,13,396,0.0328282828282828,23.38636363636364,2022-11-30,🇧🇪
bgd,13,1548,0.0083979328165374,45.72480620155039,2022-11-30,🇧🇩
mex,13,1128,0.0115248226950354,41.45478723404256,2022-11-30,🇲🇽
zaf,13,419,0.0310262529832935,35.572792362768496,2022-11-30,🇿🇦
cze,11,421,0.0261282660332541,31.883610451306414,2022-11-30,🇨🇿
egy,11,857,0.0128354725787631,43.14469078179697,2022-11-30,🇪🇬
arg,10,1101,0.0090826521344232,46.6503178928247,2022-11-30,🇦🇷
mar,10,496,0.0201612903225806,38.98991935483871,2022-11-30,🇲🇦
mys,10,772,0.0129533678756476,42.02849740932643,2022-11-30,🇲🇾
chl,9,367,0.0245231607629427,31.08991825613079,2022-11-30,🇨🇱
irl,9,326,0.0276073619631901,26.165644171779142,2022-11-30,🇮🇪
sau,9,355,0.0253521126760563,38.33239436619719,2022-11-30,🇸🇦
tun,9,218,0.0412844036697247,30.142201834862384,2022-11-30,🇹🇳
kaz,8,312,0.0256410256410256,41.51923076923077,2022-11-30,🇰🇿
prt,8,385,0.0207792207792207,29.898701298701297,2022-11-30,🇵🇹
are,6,293,0.0204778156996587,37.62798634812287,2022-11-30,🇦🇪
hun,6,331,0.0181268882175226,31.858006042296072,2022-11-30,🇭🇺
nga,6,237,0.0253164556962025,38.18987341772152,2022-11-30,🇳🇬
srb,6,258,0.0232558139534883,35.763565891472865,2022-11-30,🇷🇸
est,5,178,0.0280898876404494,19.797752808988765,2022-11-30,🇪🇪
eth,5,88,0.0568181818181818,44.65909090909091,2022-11-30,🇪🇹
ltu,5,394,0.0126903553299492,41.09644670050761,2022-11-30,🇱🇹
dza,4,323,0.0123839009287925,40.87616099071207,2022-11-30,🇩🇿
ecu,4,217,0.0184331797235023,45.1705069124424,2022-11-30,🇪🇨
lka,4,196,0.0204081632653061,30.040816326530614,2022-11-30,🇱🇰
npl,4,182,0.0219780219780219,38.63186813186813,2022-11-30,🇳🇵
ury,4,83,0.0481927710843373,39.46987951807229,2022-11-30,🇺🇾
arm,3,110,0.0272727272727272,39.86363636363637,2022-11-30,🇦🇲
geo,3,183,0.0163934426229508,31.50273224043716,2022-11-30,🇬🇪
hrv,3,98,0.0306122448979591,24.73469387755102,2022-11-30,🇭🇷
irq,3,409,0.0073349633251833,48.04645476772616,2022-11-30,🇮🇶
jor,3,193,0.0155440414507772,29.813471502590676,2022-11-30,🇯🇴
ken,3,156,0.0192307692307692,39.76923076923077,2022-11-30,🇰🇪
lux,3,55,0.0545454545454545,17.30909090909091,2022-11-30,🇱🇺
lva,3,124,0.0241935483870967,36.41935483870968,2022-11-30,🇱🇻
nor,3,294,0.010204081632653,24.62925170068027,2022-11-30,🇳🇴
rwa,3,19,0.1578947368421052,21.57894736842105,2022-11-30,🇷🇼
uga,3,34,0.088235294117647,15.294117647058824,2022-11-30,🇺🇬
blr,2,153,0.0130718954248366,38.3921568627451,2022-11-30,🇧🇾
cub,2,16,0.125,26.75,2022-11-30,🇨🇺
cuw,2,9,0.2222222222222222,25.77777777777778,2022-11-30,🇨🇼
cyp,2,187,0.0106951871657754,55.839572192513366,2022-11-30,🇨🇾
gha,2,81,0.0246913580246913,37.45679012345679,2022-11-30,🇬🇭
lbn,2,68,0.0294117647058823,30.69117647058824,2022-11-30,🇱🇧
lby,2,58,0.0344827586206896,41.672413793103445,2022-11-30,🇱🇾
mdv,2,15,0.1333333333333333,21.2,2022-11-30,🇲🇻
nzl,2,227,0.0088105726872246,33.15418502202643,2022-11-30,🇳🇿
pan,2,59,0.0338983050847457,46.57627118644068,2022-11-30,🇵🇦
per,2,413,0.0048426150121065,45.07021791767554,2022-11-30,🇵🇪
qat,2,86,0.0232558139534883,44.38372093023256,2022-11-30,🇶🇦
uzb,2,117,0.017094017094017,45.06837606837607,2022-11-30,🇺🇿
ven,2,217,0.0092165898617511,49.55299539170507,2022-11-30,🇻🇪
afg,1,6,0.1666666666666666,23.0,2022-11-30,🇦🇫
alb,1,61,0.0163934426229508,45.36065573770492,2022-11-30,🇦🇱
aze,1,87,0.0114942528735632,33.4367816091954,2022-11-30,🇦🇿
bol,1,127,0.0078740157480314,47.976377952755904,2022-11-30,🇧🇴
bwa,1,14,0.0714285714285714,42.642857142857146,2022-11-30,🇧🇼
civ,1,30,0.0333333333333333,30.2,2022-11-30,🇨🇮
cmr,1,15,0.0666666666666666,20.866666666666667,2022-11-30,🇨🇲
gtm,1,56,0.0178571428571428,42.285714285714285,2022-11-30,🇬🇹
hnd,1,57,0.0175438596491228,52.63157894736842,2022-11-30,🇭🇳
khm,1,134,0.0074626865671641,41.61194029850746,2022-11-30,🇰🇭
mda,1,104,0.0096153846153846,42.10576923076923,2022-11-30,🇲🇩
mdg,1,24,0.0416666666666666,38.16666666666666,2022-11-30,🇲🇬
mkd,1,233,0.0042918454935622,58.47639484978541,2022-11-30,🇲🇰
mlt,1,48,0.0208333333333333,34.833333333333336,2022-11-30,🇲🇹
mus,1,22,0.0454545454545454,30.5,2022-11-30,🇲🇺
png,1,2,0.5,1.0,2022-11-30,🇵🇬
pri,1,52,0.0192307692307692,40.05769230769231,2022-11-30,🇵🇷
pse,1,223,0.0044843049327354,50.488789237668165,2022-11-30,🇵🇸
sdn,1,18,0.0555555555555555,39.44444444444444,2022-11-30,🇸🇩
som,1,9,0.1111111111111111,31.0,2022-11-30,🇸🇴
svn,1,111,0.009009009009009,31.405405405405407,2022-11-30,🇸🇮
syc,1,2,0.5,45.0,2022-11-30,🇸🇨
tto,1,106,0.0094339622641509,50.72641509433962,2022-11-30,🇹🇹
zmb,1,20,0.05,35.95,2022-11-30,🇿🇲
abw,0,2,0.0,21.5,2022-11-30,🇦🇼
ago,0,19,0.0,54.73684210526316,2022-11-30,🇦🇴
aia,0,1,0.0,88.0,2022-11-30,🇦🇮
and,0,11,0.0,64.72727272727272,2022-11-30,🇦🇩
atg,0,9,0.0,44.0,2022-11-30,🇦🇬
ben,0,24,0.0,52.125,2022-11-30,🇧🇯
bes,0,1,0.0,89.0,2022-11-30,🇧🇶
bfa,0,9,0.0,33.22222222222222,2022-11-30,🇧🇫
bhr,0,28,0.0,36.35714285714285,2022-11-30,🇧🇭
bhs,0,25,0.0,52.48,2022-11-30,🇧🇸
bih,0,60,0.0,43.43333333333333,2022-11-30,🇧🇦
blz,0,13,0.0,48.76923076923077,2022-11-30,🇧🇿
bmu,0,4,0.0,55.25,2022-11-30,🇧🇲
brb,0,36,0.0,55.05555555555556,2022-11-30,🇧🇧
brn,0,10,0.0,23.5,2022-11-30,🇧🇳
cod,0,20,0.0,17.65,2022-11-30,🇨🇩
cog,0,4,0.0,39.0,2022-11-30,🇨🇬
cpv,0,9,0.0,22.77777777777778,2022-11-30,🇨🇻
cri,0,65,0.0,39.33846153846154,2022-11-30,🇨🇷
cym,0,8,0.0,43.5,2022-11-30,🇰🇾
dma,0,6,0.0,66.5,2022-11-30,🇩🇲
dom,0,175,0.0,48.51428571428571,2022-11-30,🇩🇴
esh,0,1,0.0,86.0,2022-11-30,🇪🇭
fji,0,1,0.0,31.0,2022-11-30,🇫🇯
fro,0,2,0.0,60.5,2022-11-30,🇫🇴
fsm,0,1,0.0,9.0,2022-11-30,🇫🇲
gab,0,3,0.0,42.333333333333336,2022-11-30,🇬🇦
ggy,0,3,0.0,29.0,2022-11-30,🇬🇬
gib,0,17,0.0,34.64705882352941,2022-11-30,🇬🇮
gin,0,2,0.0,56.5,2022-11-30,🇬🇳
glp,0,4,0.0,48.75,2022-11-30,🇬🇵
gmb,0,4,0.0,54.5,2022-11-30,🇬🇲
gnq,0,4,0.0,96.0,2022-11-30,🇬🇶
grd,0,10,0.0,42.7,2022-11-30,🇬🇩
grl,0,2,0.0,65.5,2022-11-30,🇬🇱
guf,0,5,0.0,39.8,2022-11-30,🇬🇫
gum,0,3,0.0,45.66666666666666,2022-11-30,🇬🇺
guy,0,12,0.0,57.41666666666666,2022-11-30,🇬🇾
hti,0,8,0.0,58.25,2022-11-30,🇭🇹
imn,0,4,0.0,32.25,2022-11-30,🇮🇲
