country,clicks,impressions,ctr,position,date
ncl,0,5,0.0,37.6,2022-05-31
ner,0,3,0.0,90.66666666666667,2022-05-31
nic,0,18,0.0,45.72222222222222,2022-05-31
nru,0,1,0.0,45.0,2022-05-31
omn,0,28,0.0,45.892857142857146,2022-05-31
png,0,3,0.0,18.333333333333332,2022-05-31
pri,0,33,0.0,59.36363636363637,2022-05-31
pyf,0,8,0.0,37.625,2022-05-31
qat,0,46,0.0,58.5,2022-05-31
reu,0,18,0.0,49.833333333333336,2022-05-31
rwa,0,12,0.0,74.16666666666667,2022-05-31
sdn,0,28,0.0,62.392857142857146,2022-05-31
sen,0,23,0.0,55.47826086956522,2022-05-31
sle,0,1,0.0,32.0,2022-05-31
slv,0,39,0.0,45.58974358974359,2022-05-31
som,0,6,0.0,52.333333333333336,2022-05-31
sur,0,10,0.0,49.9,2022-05-31
sxm,0,4,0.0,77.25,2022-05-31
syc,0,2,0.0,64.0,2022-05-31
syr,0,50,0.0,52.14,2022-05-31
tca,0,5,0.0,63.2,2022-05-31
tgo,0,7,0.0,57.142857142857146,2022-05-31
tjk,0,4,0.0,33.75,2022-05-31
tkm,0,2,0.0,18.5,2022-05-31
tls,0,2,0.0,47.0,2022-05-31
tto,0,53,0.0,55.283018867924525,2022-05-31
uga,0,15,0.0,50.53333333333333,2022-05-31
uzb,0,57,0.0,43.63157894736842,2022-05-31
vct,0,2,0.0,42.5,2022-05-31
vgb,0,17,0.0,49.294117647058826,2022-05-31
vir,0,4,0.0,55.75,2022-05-31
xkk,0,32,0.0,55.40625,2022-05-31
yem,0,51,0.0,52.76470588235294,2022-05-31
zmb,0,10,0.0,63.1,2022-05-31
zwe,0,36,0.0,55.916666666666664,2022-05-31
usa,352,18806,0.018717430607253005,39.37961288950335,2022-06-30
ind,269,7954,0.03381946190595927,32.44556198139301,2022-06-30
deu,119,2431,0.04895104895104895,25.205265322912382,2022-06-30
gbr,78,3177,0.024551463644948063,39.68744098205855,2022-06-30
fra,71,2524,0.028129952456418382,65.8648969889065,2022-06-30
esp,62,1065,0.05821596244131456,30.92676056338028,2022-06-30
tur,45,1372,0.03279883381924198,43.13921282798834,2022-06-30
ita,42,799,0.052565707133917394,30.619524405506883,2022-06-30
aus,39,963,0.040498442367601244,31.964693665628246,2022-06-30
pol,38,983,0.038657171922685654,34.991861648016275,2022-06-30
can,32,1123,0.028495102404274265,29.072128227960818,2022-06-30
nld,30,912,0.03289473684210526,28.260964912280702,2022-06-30
hkg,29,478,0.060669456066945605,29.94560669456067,2022-06-30
isr,29,454,0.06387665198237885,23.169603524229075,2022-06-30
vnm,28,1738,0.01611047180667434,52.74683544303797,2022-06-30
chn,27,218,0.12385321100917432,15.472477064220184,2022-06-30
irn,27,519,0.05202312138728324,35.55684007707129,2022-06-30
sgp,27,689,0.03918722786647315,25.407837445573296,2022-06-30
bra,26,2349,0.011068539804171988,47.441464452958705,2022-06-30
rus,24,3396,0.007067137809187279,51.080683156654885,2022-06-30
pak,23,906,0.025386313465783666,42.59271523178808,2022-06-30
che,22,340,0.06470588235294118,22.99705882352941,2022-06-30
idn,20,2256,0.008865248226950355,52.20301418439716,2022-06-30
jpn,19,911,0.020856201975850714,32.63227222832053,2022-06-30
kor,17,1345,0.012639405204460967,44.09368029739777,2022-06-30
ukr,17,1074,0.015828677839851025,56.0074487895717,2022-06-30
mex,16,707,0.02263083451202263,48.51909476661952,2022-06-30
swe,16,482,0.03319502074688797,30.96265560165975,2022-06-30
mar,15,384,0.0390625,41.8203125,2022-06-30
phl,15,1027,0.014605647517039922,46.841285296981496,2022-06-30
rou,15,366,0.040983606557377046,39.96448087431694,2022-06-30
cze,13,232,0.05603448275862069,36.01724137931034,2022-06-30
zaf,12,421,0.028503562945368172,44.427553444180525,2022-06-30
grc,11,298,0.03691275167785235,26.691275167785236,2022-06-30
arg,10,990,0.010101010101010102,51.53232323232323,2022-06-30
col,10,678,0.014749262536873156,48.84513274336283,2022-06-30
mys,10,699,0.01430615164520744,45.82546494992847,2022-06-30
prt,10,287,0.03484320557491289,28.89547038327526,2022-06-30
twn,10,969,0.010319917440660475,42.142414860681114,2022-06-30
chl,9,240,0.0375,36.016666666666666,2022-06-30
irl,9,190,0.04736842105263158,23.7,2022-06-30
bel,8,233,0.034334763948497854,27.356223175965667,2022-06-30
dnk,8,251,0.03187250996015936,20.56573705179283,2022-06-30
tha,8,594,0.013468013468013467,52.843434343434346,2022-06-30
svk,7,97,0.07216494845360824,36.422680412371136,2022-06-30
egy,6,488,0.012295081967213115,53.17213114754098,2022-06-30
lka,5,143,0.03496503496503497,39.01398601398601,2022-06-30
nga,5,135,0.037037037037037035,41.91851851851852,2022-06-30
are,4,227,0.01762114537444934,40.43171806167401,2022-06-30
aut,4,227,0.01762114537444934,26.594713656387665,2022-06-30
fin,4,180,0.022222222222222223,23.538888888888888,2022-06-30
ken,4,177,0.022598870056497175,49.389830508474574,2022-06-30
nor,4,187,0.0213903743315508,29.22994652406417,2022-06-30
npl,4,147,0.027210884353741496,50.72108843537415,2022-06-30
per,4,269,0.01486988847583643,50.1635687732342,2022-06-30
sau,4,201,0.01990049751243781,42.98009950248756,2022-06-30
tun,4,148,0.02702702702702703,37.58108108108108,2022-06-30
zzz,4,248,0.016129032258064516,57.44758064516129,2022-06-30
and,3,9,0.3333333333333333,25.666666666666668,2022-06-30
bgd,3,591,0.005076142131979695,55.56345177664975,2022-06-30
dza,3,310,0.00967741935483871,61.383870967741935,2022-06-30
hun,3,188,0.015957446808510637,43.1968085106383,2022-06-30
lva,3,71,0.04225352112676056,46.15492957746479,2022-06-30
pan,3,40,0.075,38.775,2022-06-30
srb,3,215,0.013953488372093023,49.91627906976744,2022-06-30
bgr,2,170,0.011764705882352941,45.358823529411765,2022-06-30
eth,2,93,0.021505376344086023,49.74193548387097,2022-06-30
hrv,2,86,0.023255813953488372,32.83720930232558,2022-06-30
isl,2,16,0.125,23.0,2022-06-30
mmr,2,45,0.044444444444444446,59.77777777777778,2022-06-30
ala,1,6,0.16666666666666666,5.166666666666667,2022-06-30
alb,1,52,0.019230769230769232,55.46153846153846,2022-06-30
aze,1,58,0.017241379310344827,50.43103448275862,2022-06-30
bhr,1,63,0.015873015873015872,39.77777777777778,2022-06-30
blr,1,85,0.011764705882352941,37.470588235294116,2022-06-30
brn,1,7,0.14285714285714285,32.57142857142857,2022-06-30
bwa,1,21,0.047619047619047616,61.476190476190474,2022-06-30
cmr,1,11,0.09090909090909091,55.72727272727273,2022-06-30
cub,1,18,0.05555555555555555,45.833333333333336,2022-06-30
cuw,1,6,0.16666666666666666,37.333333333333336,2022-06-30
cyp,1,31,0.03225806451612903,37.096774193548384,2022-06-30
est,1,48,0.020833333333333332,32.41666666666667,2022-06-30
geo,1,135,0.007407407407407408,44.955555555555556,2022-06-30
kaz,1,131,0.007633587786259542,49.99236641221374,2022-06-30
kgz,1,25,0.04,44.64,2022-06-30
khm,1,113,0.008849557522123894,59.017699115044245,2022-06-30
lbn,1,56,0.017857142857142856,50.285714285714285,2022-06-30
ltu,1,176,0.005681818181818182,45.61931818181818,2022-06-30
mus,1,19,0.05263157894736842,29.789473684210527,2022-06-30
nzl,1,119,0.008403361344537815,34.04201680672269,2022-06-30
qat,1,52,0.019230769230769232,48.46153846153846,2022-06-30
sen,1,25,0.04,56.68,2022-06-30
syr,1,33,0.030303030303030304,37.93939393939394,2022-06-30
uzb,1,50,0.02,43.02,2022-06-30
abw,0,2,0.0,33.5,2022-06-30
afg,0,7,0.0,67.0,2022-06-30
ago,0,22,0.0,48.68181818181818,2022-06-30
aia,0,1,0.0,91.0,2022-06-30
arm,0,63,0.0,41.12698412698413,2022-06-30
atg,0,5,0.0,39.2,2022-06-30
bdi,0,2,0.0,40.5,2022-06-30
ben,0,7,0.0,50.857142857142854,2022-06-30
bfa,0,6,0.0,54.333333333333336,2022-06-30
bhs,0,23,0.0,59.08695652173913,2022-06-30
bih,0,66,0.0,49.72727272727273,2022-06-30
blz,0,11,0.0,55.81818181818182,2022-06-30
bmu,0,3,0.0,74.0,2022-06-30
bol,0,95,0.0,65.10526315789474,2022-06-30
brb,0,20,0.0,47.75,2022-06-30
btn,0,4,0.0,52.0,2022-06-30
civ,0,15,0.0,48.86666666666667,2022-06-30
cod,0,16,0.0,57.5,2022-06-30
cog,0,1,0.0,32.0,2022-06-30
cpv,0,32,0.0,49.0625,2022-06-30
cri,0,59,0.0,47.23728813559322,2022-06-30
cym,0,4,0.0,59.5,2022-06-30
dma,0,2,0.0,51.0,2022-06-30
dom,0,198,0.0,65.87878787878788,2022-06-30
ecu,0,213,0.0,55.13145539906103,2022-06-30
esh,0,4,0.0,33.75,2022-06-30
fji,0,10,0.0,29.5,2022-06-30
gab,0,3,0.0,60.666666666666664,2022-06-30
ggy,0,1,0.0,72.0,2022-06-30
gha,0,94,0.0,61.92553191489362,2022-06-30
glp,0,8,0.0,49.125,2022-06-30
gmb,0,4,0.0,77.5,2022-06-30
gnq,0,4,0.0,40.75,2022-06-30
grd,0,7,0.0,51.857142857142854,2022-06-30
grl,0,1,0.0,10.0,2022-06-30
gtm,0,65,0.0,62.92307692307692,2022-06-30
guf,0,3,0.0,108.66666666666667,2022-06-30
gum,0,3,0.0,61.0,2022-06-30
guy,0,7,0.0,86.0,2022-06-30
hnd,0,42,0.0,73.02380952380952,2022-06-30
hti,0,13,0.0,68.92307692307692,2022-06-30
imn,0,3,0.0,30.333333333333332,2022-06-30
irq,0,174,0.0,63.56896551724138,2022-06-30
jam,0,41,0.0,50.58536585365854,2022-06-30
jey,0,4,0.0,119.75,2022-06-30
jor,0,102,0.0,40.77450980392157,2022-06-30
kna,0,9,0.0,29.666666666666668,2022-06-30
kwt,0,33,0.0,52.72727272727273,2022-06-30
lao,0,30,0.0,60.0,2022-06-30
lbr,0,1,0.0,43.0,2022-06-30
lby,0,53,0.0,78.0377358490566,2022-06-30
lca,0,6,0.0,61.833333333333336,2022-06-30
lux,0,23,0.0,25.52173913043478,2022-06-30
mac,0,3,0.0,47.0,2022-06-30
mco,0,1,0.0,9.0,2022-06-30
mda,0,81,0.0,47.60493827160494,2022-06-30
mdg,0,16,0.0,50.1875,2022-06-30
mdv,0,4,0.0,21.25,2022-06-30
mkd,0,58,0.0,47.56896551724138,2022-06-30
mli,0,4,0.0,40.5,2022-06-30
mlt,0,22,0.0,39.63636363636363,2022-06-30
mne,0,16,0.0,43.8125,2022-06-30
mng,0,30,0.0,47.86666666666667,2022-06-30
moz,0,9,0.0,74.22222222222223,2022-06-30
mrt,0,4,0.0,55.25,2022-06-30
msr,0,1,0.0,43.0,2022-06-30
mtq,0,2,0.0,28.0,2022-06-30
mwi,0,10,0.0,48.9,2022-06-30
myt,0,1,0.0,177.0,2022-06-30
nam,0,8,0.0,60.625,2022-06-30
ncl,0,2,0.0,54.5,2022-06-30
ner,0,2,0.0,131.0,2022-06-30
nic,0,25,0.0,68.76,2022-06-30
omn,0,39,0.0,58.87179487179487,2022-06-30
pri,0,19,0.0,46.94736842105263,2022-06-30
pry,0,43,0.0,63.116279069767444,2022-06-30
pse,0,250,0.0,51.248,2022-06-30
pyf,0,5,0.0,57.8,2022-06-30
reu,0,12,0.0,39.333333333333336,2022-06-30
rwa,0,10,0.0,33.1,2022-06-30
sdn,0,19,0.0,75.36842105263158,2022-06-30
sjm,0,18,0.0,51.333333333333336,2022-06-30
sle,0,1,0.0,89.0,2022-06-30
slv,0,32,0.0,64.15625,2022-06-30
smr,0,2,0.0,5.0,2022-06-30
som,0,9,0.0,43.55555555555556,2022-06-30
sur,0,2,0.0,19.0,2022-06-30
svn,0,63,0.0,37.285714285714285,2022-06-30
swz,0,1,0.0,24.0,2022-06-30
sxm,0,3,0.0,71.66666666666667,2022-06-30
syc,0,12,0.0,46.666666666666664,2022-06-30
tca,0,5,0.0,46.2,2022-06-30
tgo,0,5,0.0,66.8,2022-06-30
tjk,0,2,0.0,100.0,2022-06-30
tkm,0,3,0.0,8.0,2022-06-30
tls,0,1,0.0,8.0,2022-06-30
tto,0,31,0.0,51.38709677419355,2022-06-30
tza,0,24,0.0,66.375,2022-06-30
uga,0,18,0.0,52.0,2022-06-30
ury,0,41,0.0,48.26829268292683,2022-06-30
vct,0,1,0.0,40.0,2022-06-30
ven,0,219,0.0,63.32876712328767,2022-06-30
vgb,0,1,0.0,95.0,2022-06-30
vir,0,1,0.0,22.0,2022-06-30
vut,0,1,0.0,144.0,2022-06-30
wsm,0,1,0.0,83.0,2022-06-30
xkk,0,15,0.0,65.06666666666666,2022-06-30
yem,0,39,0.0,62.17948717948718,2022-06-30
zmb,0,26,0.0,56.88461538461539,2022-06-30
zwe,0,13,0.0,56.23076923076923,2022-06-30
usa,359,21156,0.016969181319720174,40.204575534127436,2022-07-31
ind,315,9765,0.03225806451612903,32.88796722990271,2022-07-31
deu,121,2473,0.04892842701172665,22.8216740800647,2022-07-31
fra,82,1742,0.04707233065442021,28.3398392652124,2022-07-31
gbr,70,3471,0.020167098818784212,35.465859982713916,2022-07-31
tur,42,1546,0.027166882276843468,45.18046571798189,2022-07-31
esp,40,984,0.04065040650406504,31.13617886178862,2022-07-31
aus,35,1018,0.0343811394891945,34.80058939096267,2022-07-31
can,35,1292,0.027089783281733747,31.071981424148607,2022-07-31
nld,33,886,0.03724604966139955,30.31489841986456,2022-07-31
idn,31,2221,0.013957676722197209,50.68617739756866,2022-07-31
bra,30,2853,0.010515247108307046,46.93130038555906,2022-07-31
ita,28,845,0.033136094674556214,33.91242603550296,2022-07-31
pol,28,1019,0.02747791952894995,37.837095191364085,2022-07-31
rus,28,4446,0.006297795771479982,51.373594242015294,2022-07-31
chn,24,225,0.10666666666666667,15.577777777777778,2022-07-31
jpn,23,1036,0.0222007722007722,39.38706563706564,2022-07-31
irn,21,472,0.04449152542372881,29.466101694915253,2022-07-31
isr,21,452,0.046460176991150445,23.081858407079647,2022-07-31
vnm,21,1739,0.012075905692926969,49.92294422081656,2022-07-31
kor,19,1483,0.012811867835468645,44.84625758597438,2022-07-31
sgp,19,614,0.030944625407166124,31.54560260586319,2022-07-31
hkg,17,393,0.043256997455470736,29.142493638676847,2022-07-31
tha,16,619,0.025848142164781908,47.546042003231015,2022-07-31
ukr,16,1960,0.00816326530612245,56.41122448979592,2022-07-31
che,15,311,0.04823151125401929,28.69774919614148,2022-07-31
pak,15,958,0.015657620041753653,41.586638830897705,2022-07-31
twn,14,1025,0.013658536585365854,42.773658536585366,2022-07-31
aut,11,245,0.044897959183673466,22.514285714285716,2022-07-31
dnk,10,207,0.04830917874396135,20.241545893719806,2022-07-31
mex,10,842,0.011876484560570071,49.30522565320665,2022-07-31
mys,10,779,0.012836970474967908,46.66623876765083,2022-07-31
cze,9,311,0.028938906752411574,40.41800643086817,2022-07-31
egy,9,636,0.014150943396226415,48.910377358490564,2022-07-31
mar,9,368,0.024456521739130436,46.233695652173914,2022-07-31
sau,9,246,0.036585365853658534,38.04471544715447,2022-07-31
nor,8,179,0.0446927374301676,30.195530726256983,2022-07-31
tun,8,200,0.04,34.77,2022-07-31
irl,7,245,0.02857142857142857,28.346938775510203,2022-07-31
phl,7,1134,0.006172839506172839,47.342151675485006,2022-07-31
bel,6,211,0.02843601895734597,28.51658767772512,2022-07-31
col,6,709,0.00846262341325811,51.76586741889986,2022-07-31
ltu,6,246,0.024390243902439025,47.17886178861789,2022-07-31
rou,6,355,0.016901408450704224,42.48732394366197,2022-07-31
swe,6,381,0.015748031496062992,35.98687664041995,2022-07-31
arg,5,1189,0.004205214465937763,52.537426408746846,2022-07-31
bgd,5,590,0.00847457627118644,51.90169491525424,2022-07-31
blr,5,164,0.03048780487804878,38.08536585365854,2022-07-31
chl,5,240,0.020833333333333332,40.075,2022-07-31
fin,5,171,0.029239766081871343,29.64327485380117,2022-07-31
grc,5,221,0.02262443438914027,36.470588235294116,2022-07-31
hun,5,234,0.021367521367521368,43.64102564102564,2022-07-31
ken,5,214,0.02336448598130841,49.845794392523366,2022-07-31
bgr,4,224,0.017857142857142856,39.6875,2022-07-31
lka,4,165,0.024242424242424242,37.593939393939394,2022-07-31
prt,4,219,0.0182648401826484,37.602739726027394,2022-07-31
zaf,4,383,0.010443864229765013,46.21148825065274,2022-07-31
jor,3,109,0.027522935779816515,42.00917431192661,2022-07-31
per,3,323,0.009287925696594427,53.72755417956656,2022-07-31
svk,3,99,0.030303030303030304,38.0,2022-07-31
svn,3,69,0.043478260869565216,36.46376811594203,2022-07-31
zzz,3,294,0.01020408163265306,54.493197278911566,2022-07-31
civ,2,25,0.08,59.56,2022-07-31
cmr,2,45,0.044444444444444446,26.933333333333334,2022-07-31
eth,2,88,0.022727272727272728,56.23863636363637,2022-07-31
gha,2,100,0.02,45.33,2022-07-31
hrv,2,93,0.021505376344086023,43.483870967741936,2022-07-31
irq,2,187,0.0106951871657754,58.72727272727273,2022-07-31
mus,2,25,0.08,38.52,2022-07-31
nga,2,234,0.008547008547008548,47.376068376068375,2022-07-31
bih,1,72,0.013888888888888888,53.708333333333336,2022-07-31
bwa,1,10,0.1,51.7,2022-07-31
dza,1,342,0.0029239766081871343,55.853801169590646,2022-07-31
ecu,1,260,0.0038461538461538464,53.41153846153846,2022-07-31
est,1,59,0.01694915254237288,34.32203389830509,2022-07-31
geo,1,125,0.008,40.24,2022-07-31
kaz,1,163,0.006134969325153374,42.74846625766871,2022-07-31
khm,1,164,0.006097560975609756,49.26829268292683,2022-07-31
mkd,1,56,0.017857142857142856,48.660714285714285,2022-07-31
mng,1,36,0.027777777777777776,35.19444444444444,2022-07-31
npl,1,183,0.00546448087431694,47.30054644808743,2022-07-31
nzl,1,164,0.006097560975609756,37.53658536585366,2022-07-31
pan,1,65,0.015384615384615385,51.98461538461538,2022-07-31
pry,1,56,0.017857142857142856,53.017857142857146,2022-07-31
sen,1,23,0.043478260869565216,48.43478260869565,2022-07-31
slv,1,53,0.018867924528301886,48.18867924528302,2022-07-31
syr,1,29,0.034482758620689655,37.96551724137931,2022-07-31
tza,1,32,0.03125,40.875,2022-07-31
zwe,1,16,0.0625,50.6875,2022-07-31
abw,0,4,0.0,50.25,2022-07-31
afg,0,15,0.0,50.0,2022-07-31
ago,0,13,0.0,68.07692307692308,2022-07-31
ala,0,1,0.0,8.0,2022-07-31
alb,0,68,0.0,62.89705882352941,2022-07-31
and,0,7,0.0,19.714285714285715,2022-07-31
are,0,233,0.0,48.506437768240346,2022-07-31
arm,0,82,0.0,41.47560975609756,2022-07-31
atg,0,4,0.0,62.25,2022-07-31
aze,0,83,0.0,42.036144578313255,2022-07-31
ben,0,8,0.0,48.0,2022-07-31
bes,0,1,0.0,82.0,2022-07-31
bfa,0,3,0.0,22.0,2022-07-31
bhr,0,59,0.0,45.3728813559322,2022-07-31
bhs,0,23,0.0,52.47826086956522,2022-07-31
blz,0,10,0.0,57.0,2022-07-31
bmu,0,8,0.0,26.625,2022-07-31
bol,0,141,0.0,62.744680851063826,2022-07-31
brb,0,30,0.0,50.5,2022-07-31
brn,0,7,0.0,53.857142857142854,2022-07-31
btn,0,5,0.0,39.6,2022-07-31
cod,0,24,0.0,67.04166666666667,2022-07-31
cog,0,15,0.0,68.66666666666667,2022-07-31
com,0,1,0.0,138.0,2022-07-31
cpv,0,32,0.0,37.875,2022-07-31
cri,0,58,0.0,41.41379310344828,2022-07-31
cub,0,34,0.0,59.05882352941177,2022-07-31
cuw,0,3,0.0,47.0,2022-07-31
cym,0,2,0.0,27.5,2022-07-31
cyp,0,50,0.0,37.82,2022-07-31
dma,0,3,0.0,35.666666666666664,2022-07-31
dom,0,245,0.0,63.86938775510204,2022-07-31
esh,0,1,0.0,94.0,2022-07-31
fji,0,5,0.0,71.8,2022-07-31
gab,0,5,0.0,77.8,2022-07-31
gin,0,1,0.0,10.0,2022-07-31
glp,0,4,0.0,28.0,2022-07-31
gmb,0,2,0.0,62.0,2022-07-31
gnb,0,1,0.0,26.0,2022-07-31
gnq,0,16,0.0,60.5,2022-07-31
grd,0,5,0.0,52.4,2022-07-31
grl,0,3,0.0,89.66666666666667,2022-07-31
gtm,0,62,0.0,55.016129032258064,2022-07-31
guf,0,2,0.0,63.0,2022-07-31
gum,0,2,0.0,84.0,2022-07-31
guy,0,14,0.0,58.142857142857146,2022-07-31
hnd,0,75,0.0,68.73333333333333,2022-07-31
hti,0,25,0.0,66.52,2022-07-31
imn,0,1,0.0,29.0,2022-07-31
isl,0,17,0.0,42.0,2022-07-31
jam,0,42,0.0,60.73809523809524,2022-07-31
jey,0,2,0.0,47.0,2022-07-31
kgz,0,24,0.0,44.916666666666664,2022-07-31
kna,0,4,0.0,57.5,2022-07-31
kwt,0,37,0.0,47.5945945945946,2022-07-31
lao,0,26,0.0,48.0,2022-07-31
lbn,0,66,0.0,50.22727272727273,2022-07-31
lby,0,81,0.0,64.22222222222223,2022-07-31
lca,0,7,0.0,41.42857142857143,2022-07-31
lie,0,1,0.0,11.0,2022-07-31
lso,0,2,0.0,9.5,2022-07-31
lux,0,21,0.0,24.238095238095237,2022-07-31
lva,0,108,0.0,40.48148148148148,2022-07-31
mac,0,1,0.0,2.0,2022-07-31
mda,0,96,0.0,48.604166666666664,2022-07-31
mdg,0,12,0.0,63.666666666666664,2022-07-31
mdv,0,11,0.0,63.90909090909091,2022-07-31
mli,0,8,0.0,42.25,2022-07-31
mlt,0,30,0.0,31.833333333333332,2022-07-31
mmr,0,65,0.0,47.98461538461538,2022-07-31
mne,0,17,0.0,45.411764705882355,2022-07-31
moz,0,8,0.0,29.125,2022-07-31
mrt,0,9,0.0,48.666666666666664,2022-07-31
mtq,0,8,0.0,33.625,2022-07-31
mwi,0,9,0.0,54.44444444444444,2022-07-31
nam,0,12,0.0,56.083333333333336,2022-07-31
ncl,0,4,0.0,59.25,2022-07-31
ner,0,4,0.0,66.25,2022-07-31
nfk,0,1,0.0,8.0,2022-07-31
nic,0,27,0.0,59.851851851851855,2022-07-31
omn,0,28,0.0,47.5,2022-07-31
png,0,6,0.0,62.666666666666664,2022-07-31
pri,0,35,0.0,53.22857142857143,2022-07-31
pse,0,275,0.0,50.767272727272726,2022-07-31
pyf,0,1,0.0,95.0,2022-07-31
qat,0,55,0.0,46.4,2022-07-31
reu,0,9,0.0,35.888888888888886,2022-07-31
rwa,0,15,0.0,30.0,2022-07-31
sdn,0,25,0.0,51.12,2022-07-31
sle,0,3,0.0,40.0,2022-07-31
som,0,11,0.0,58.36363636363637,2022-07-31
srb,0,229,0.0,53.39737991266376,2022-07-31
ssd,0,2,0.0,52.0,2022-07-31
stp,0,1,0.0,11.0,2022-07-31
sur,0,8,0.0,46.0,2022-07-31
swz,0,2,0.0,82.5,2022-07-31
sxm,0,3,0.0,64.33333333333334,2022-07-31
syc,0,67,0.0,42.52238805970149,2022-07-31
tca,0,4,0.0,67.5,2022-07-31
tgo,0,17,0.0,44.294117647058826,2022-07-31
tjk,0,3,0.0,35.0,2022-07-31
tkm,0,7,0.0,26.0,2022-07-31
tls,0,1,0.0,71.0,2022-07-31
ton,0,1,0.0,7.0,2022-07-31
tto,0,55,0.0,45.763636363636365,2022-07-31
uga,0,25,0.0,51.28,2022-07-31
ury,0,68,0.0,40.720588235294116,2022-07-31
uzb,0,50,0.0,39.12,2022-07-31
vct,0,2,0.0,72.5,2022-07-31
ven,0,252,0.0,53.25396825396825,2022-07-31
vgb,0,19,0.0,64.42105263157895,2022-07-31
xkk,0,43,0.0,57.48837209302326,2022-07-31
yem,0,59,0.0,50.66101694915254,2022-07-31
zmb,0,16,0.0,52.1875,2022-07-31
ind,411,9529,0.04313149333613181,32.01374750760836,2022-08-31
usa,375,20734,0.01808623516928716,38.905131667792034,2022-08-31
deu,116,2462,0.047116165718927704,23.089764419171406,2022-08-31
gbr,84,3531,0.0237892948173322,34.209289153214385,2022-08-31
fra,55,1586,0.03467843631778058,41.19987389659521,2022-08-31
tur,47,1984,0.023689516129032258,48.00252016129032,2022-08-31
esp,42,946,0.04439746300211417,32.31289640591966,2022-08-31
can,34,1200,0.028333333333333332,30.935833333333335,2022-08-31
bra,33,2544,0.012971698113207548,44.49488993710692,2022-08-31
rus,31,4084,0.0075905974534769835,50.65083251714006,2022-08-31
irn,29,493,0.058823529411764705,29.496957403651116,2022-08-31
ita,28,762,0.03674540682414698,30.783464566929133,2022-08-31
kor,28,1314,0.0213089802130898,41.82496194824962,2022-08-31
aus,27,1059,0.025495750708215296,30.106704438149198,2022-08-31
vnm,27,1590,0.016981132075471698,47.918238993710695,2022-08-31
pol,26,962,0.02702702702702703,37.46257796257796,2022-08-31
pak,25,1081,0.02312673450508788,47.44958371877891,2022-08-31
nld,24,825,0.02909090909090909,28.484848484848484,2022-08-31
idn,23,1990,0.011557788944723618,49.34572864321608,2022-08-31
twn,23,1067,0.02155576382380506,44.12933458294283,2022-08-31
isr,21,446,0.04708520179372197,27.118834080717487,2022-08-31
chn,20,250,0.08,15.388,2022-08-31
jpn,20,832,0.02403846153846154,37.55889423076923,2022-08-31
sgp,19,579,0.03281519861830743,31.83246977547496,2022-08-31
swe,19,420,0.04523809523809524,33.98095238095238,2022-08-31
aut,18,254,0.07086614173228346,21.637795275590552,2022-08-31
hkg,18,415,0.043373493975903614,31.650602409638555,2022-08-31
mex,18,880,0.020454545454545454,46.21931818181818,2022-08-31
phl,17,1040,0.016346153846153847,45.77884615384615,2022-08-31
ukr,16,1619,0.009882643607164917,53.59481161210624,2022-08-31
col,14,781,0.01792573623559539,50.0089628681178,2022-08-31
mar,14,423,0.03309692671394799,39.04491725768322,2022-08-31
tha,13,637,0.02040816326530612,46.82103610675039,2022-08-31
bel,12,230,0.05217391304347826,28.343478260869563,2022-08-31
zaf,12,420,0.02857142857142857,45.38333333333333,2022-08-31
cuw,11,23,0.4782608695652174,19.17391304347826,2022-08-31
egy,11,774,0.014211886304909561,48.7312661498708,2022-08-31
fin,11,185,0.05945945945945946,26.183783783783785,2022-08-31
rou,11,344,0.03197674418604651,37.770348837209305,2022-08-31
eth,10,106,0.09433962264150944,35.283018867924525,2022-08-31
are,9,253,0.03557312252964427,39.25691699604743,2022-08-31
bgd,8,605,0.013223140495867768,49.147107438016526,2022-08-31
irl,8,252,0.031746031746031744,32.09920634920635,2022-08-31
arg,7,1115,0.006278026905829596,51.88161434977579,2022-08-31
che,7,308,0.022727272727272728,30.62012987012987,2022-08-31
chl,7,262,0.026717557251908396,42.70610687022901,2022-08-31
tun,7,154,0.045454545454545456,32.188311688311686,2022-08-31
aze,6,66,0.09090909090909091,39.42424242424242,2022-08-31
bgr,6,201,0.029850746268656716,39.48756218905473,2022-08-31
grc,6,191,0.031413612565445025,25.780104712041886,2022-08-31
nor,6,210,0.02857142857142857,32.476190476190474,2022-08-31
sau,6,203,0.029556650246305417,41.935960591133004,2022-08-31
syc,6,81,0.07407407407407407,45.44444444444444,2022-08-31
ken,5,231,0.021645021645021644,54.34632034632035,2022-08-31
lka,5,123,0.04065040650406504,33.59349593495935,2022-08-31
prt,5,237,0.02109704641350211,33.970464135021096,2022-08-31
cze,4,260,0.015384615384615385,34.534615384615385,2022-08-31
hrv,4,87,0.04597701149425287,31.586206896551722,2022-08-31
lbn,4,66,0.06060606060606061,35.5,2022-08-31
mys,4,743,0.005383580080753701,46.033647375504714,2022-08-31
per,4,337,0.011869436201780416,54.201780415430264,2022-08-31
srb,4,206,0.019417475728155338,45.150485436893206,2022-08-31
bhr,3,27,0.1111111111111111,27.666666666666668,2022-08-31
cyp,3,49,0.061224489795918366,30.551020408163264,2022-08-31
dnk,3,218,0.013761467889908258,22.307339449541285,2022-08-31
isl,3,19,0.15789473684210525,15.105263157894736,2022-08-31
jor,3,120,0.025,44.358333333333334,2022-08-31
