country,clicks,impressions,ctr,position,date
lva,3,76,0.039473684210526314,33.671052631578945,2022-08-31
mmr,3,47,0.06382978723404255,51.744680851063826,2022-08-31
omn,3,32,0.09375,39.28125,2022-08-31
zwe,3,33,0.09090909090909091,56.333333333333336,2022-08-31
afg,2,20,0.1,35.9,2022-08-31
cmr,2,17,0.11764705882352941,27.58823529411765,2022-08-31
dom,2,177,0.011299435028248588,62.06214689265537,2022-08-31
est,2,68,0.029411764705882353,39.38235294117647,2022-08-31
hun,2,213,0.009389671361502348,42.95305164319249,2022-08-31
irq,2,296,0.006756756756756757,54.679054054054056,2022-08-31
nga,2,261,0.007662835249042145,48.85823754789272,2022-08-31
npl,2,153,0.013071895424836602,46.294117647058826,2022-08-31
tto,2,69,0.028985507246376812,50.94202898550725,2022-08-31
ven,2,283,0.007067137809187279,58.30035335689046,2022-08-31
zzz,2,228,0.008771929824561403,46.833333333333336,2022-08-31
arm,1,71,0.014084507042253521,37.95774647887324,2022-08-31
bih,1,54,0.018518518518518517,51.351851851851855,2022-08-31
blr,1,113,0.008849557522123894,38.05309734513274,2022-08-31
brn,1,8,0.125,24.375,2022-08-31
bwa,1,11,0.09090909090909091,52.72727272727273,2022-08-31
civ,1,51,0.0196078431372549,59.86274509803921,2022-08-31
dza,1,238,0.004201680672268907,49.21008403361345,2022-08-31
geo,1,91,0.01098901098901099,37.31868131868132,2022-08-31
gha,1,139,0.007194244604316547,56.76258992805755,2022-08-31
gtm,1,77,0.012987012987012988,52.688311688311686,2022-08-31
kaz,1,183,0.00546448087431694,54.169398907103826,2022-08-31
ltu,1,176,0.005681818181818182,44.48863636363637,2022-08-31
mdg,1,18,0.05555555555555555,31.27777777777778,2022-08-31
mne,1,19,0.05263157894736842,42.10526315789474,2022-08-31
mwi,1,17,0.058823529411764705,41.88235294117647,2022-08-31
nam,1,11,0.09090909090909091,28.272727272727273,2022-08-31
nzl,1,148,0.006756756756756757,39.67567567567568,2022-08-31
qat,1,48,0.020833333333333332,34.0,2022-08-31
sen,1,31,0.03225806451612903,46.83870967741935,2022-08-31
syr,1,23,0.043478260869565216,31.869565217391305,2022-08-31
tkm,1,5,0.2,23.8,2022-08-31
ury,1,72,0.013888888888888888,37.94444444444444,2022-08-31
xkk,1,23,0.043478260869565216,46.26086956521739,2022-08-31
abw,0,3,0.0,41.666666666666664,2022-08-31
ago,0,11,0.0,62.45454545454545,2022-08-31
aia,0,2,0.0,61.5,2022-08-31
alb,0,61,0.0,55.21311475409836,2022-08-31
and,0,4,0.0,60.75,2022-08-31
atg,0,9,0.0,64.11111111111111,2022-08-31
bdi,0,5,0.0,50.4,2022-08-31
ben,0,27,0.0,68.85185185185185,2022-08-31
bes,0,1,0.0,60.0,2022-08-31
bfa,0,2,0.0,15.0,2022-08-31
bhs,0,18,0.0,47.888888888888886,2022-08-31
blm,0,1,0.0,23.0,2022-08-31
blz,0,11,0.0,53.18181818181818,2022-08-31
bmu,0,4,0.0,53.5,2022-08-31
bol,0,111,0.0,64.0,2022-08-31
brb,0,26,0.0,51.34615384615385,2022-08-31
btn,0,5,0.0,49.4,2022-08-31
cod,0,15,0.0,69.0,2022-08-31
cog,0,3,0.0,88.0,2022-08-31
cpv,0,51,0.0,48.76470588235294,2022-08-31
cri,0,52,0.0,40.44230769230769,2022-08-31
cub,0,5,0.0,70.8,2022-08-31
cym,0,3,0.0,32.0,2022-08-31
dji,0,1,0.0,20.0,2022-08-31
dma,0,7,0.0,46.57142857142857,2022-08-31
ecu,0,214,0.0,57.71495327102804,2022-08-31
esh,0,2,0.0,118.0,2022-08-31
fji,0,2,0.0,11.5,2022-08-31
fro,0,1,0.0,19.0,2022-08-31
gab,0,3,0.0,65.0,2022-08-31
gib,0,1,0.0,12.0,2022-08-31
gin,0,2,0.0,36.5,2022-08-31
glp,0,10,0.0,46.3,2022-08-31
gmb,0,2,0.0,83.0,2022-08-31
gnq,0,8,0.0,80.625,2022-08-31
grd,0,5,0.0,66.6,2022-08-31
guf,0,1,0.0,70.0,2022-08-31
gum,0,2,0.0,68.5,2022-08-31
guy,0,10,0.0,44.5,2022-08-31
hnd,0,56,0.0,57.589285714285715,2022-08-31
hti,0,14,0.0,60.642857142857146,2022-08-31
imn,0,3,0.0,34.333333333333336,2022-08-31
jam,0,45,0.0,51.71111111111111,2022-08-31
jey,0,2,0.0,39.0,2022-08-31
kgz,0,22,0.0,44.59090909090909,2022-08-31
khm,0,143,0.0,50.82517482517483,2022-08-31
kna,0,1,0.0,9.0,2022-08-31
kwt,0,31,0.0,55.12903225806452,2022-08-31
lao,0,32,0.0,51.625,2022-08-31
lby,0,43,0.0,61.02325581395349,2022-08-31
lca,0,4,0.0,18.75,2022-08-31
lso,0,1,0.0,33.0,2022-08-31
lux,0,28,0.0,13.964285714285714,2022-08-31
mac,0,10,0.0,5.8,2022-08-31
maf,0,1,0.0,71.0,2022-08-31
mco,0,1,0.0,21.0,2022-08-31
mda,0,89,0.0,46.89887640449438,2022-08-31
mdv,0,8,0.0,48.375,2022-08-31
mkd,0,130,0.0,69.58461538461539,2022-08-31
mli,0,6,0.0,72.5,2022-08-31
mlt,0,35,0.0,30.571428571428573,2022-08-31
mng,0,28,0.0,50.107142857142854,2022-08-31
moz,0,15,0.0,52.0,2022-08-31
mrt,0,2,0.0,34.5,2022-08-31
mtq,0,7,0.0,51.714285714285715,2022-08-31
mus,0,17,0.0,38.1764705882353,2022-08-31
ncl,0,3,0.0,48.333333333333336,2022-08-31
ner,0,3,0.0,48.666666666666664,2022-08-31
nic,0,13,0.0,73.15384615384616,2022-08-31
pan,0,52,0.0,51.19230769230769,2022-08-31
png,0,4,0.0,41.25,2022-08-31
pri,0,34,0.0,32.64705882352941,2022-08-31
pry,0,71,0.0,62.71830985915493,2022-08-31
pse,0,261,0.0,52.13409961685824,2022-08-31
pyf,0,4,0.0,76.0,2022-08-31
reu,0,7,0.0,36.714285714285715,2022-08-31
rwa,0,12,0.0,36.916666666666664,2022-08-31
sdn,0,22,0.0,58.40909090909091,2022-08-31
sjm,0,1,0.0,72.0,2022-08-31
sle,0,3,0.0,43.0,2022-08-31
slv,0,38,0.0,56.36842105263158,2022-08-31
smr,0,1,0.0,18.0,2022-08-31
som,0,8,0.0,53.25,2022-08-31
ssd,0,1,0.0,68.0,2022-08-31
sur,0,3,0.0,64.33333333333334,2022-08-31
svk,0,104,0.0,38.24038461538461,2022-08-31
svn,0,57,0.0,35.64912280701754,2022-08-31
swz,0,3,0.0,52.333333333333336,2022-08-31
sxm,0,1,0.0,29.0,2022-08-31
tca,0,2,0.0,19.0,2022-08-31
tgo,0,18,0.0,43.388888888888886,2022-08-31
tjk,0,7,0.0,40.285714285714285,2022-08-31
tls,0,2,0.0,69.5,2022-08-31
tza,0,35,0.0,53.97142857142857,2022-08-31
uga,0,21,0.0,52.38095238095238,2022-08-31
uzb,0,61,0.0,41.19672131147541,2022-08-31
vct,0,1,0.0,55.0,2022-08-31
vgb,0,4,0.0,43.25,2022-08-31
vir,0,2,0.0,58.5,2022-08-31
yem,0,37,0.0,67.24324324324324,2022-08-31
zmb,0,14,0.0,48.642857142857146,2022-08-31
ind,377,10365,0.03637240713941148,29.56468885672938,2022-09-30
usa,351,21940,0.01599817684594348,36.13445761166819,2022-09-30
deu,112,2701,0.04146612365790448,24.121066271751204,2022-09-30
gbr,76,3675,0.020680272108843538,33.66122448979592,2022-09-30
fra,67,1918,0.034932221063607924,37.338894681960376,2022-09-30
tur,67,1816,0.036894273127753306,44.38876651982379,2022-09-30
can,42,1420,0.029577464788732393,30.38450704225352,2022-09-30
ita,42,971,0.04325437693099897,29.098867147270855,2022-09-30
nld,42,1038,0.04046242774566474,25.210982658959537,2022-09-30
bra,40,2561,0.015618898867629832,45.62709878953534,2022-09-30
idn,39,2044,0.01908023483365949,47.5,2022-09-30
pol,35,902,0.038802660753880266,34.14190687361419,2022-09-30
aus,34,1136,0.02992957746478873,27.069542253521128,2022-09-30
esp,34,1019,0.033366045142296366,31.11874386653582,2022-09-30
irn,31,531,0.0583804143126177,28.504708097928436,2022-09-30
dnk,26,407,0.06388206388206388,20.565110565110565,2022-09-30
kor,21,1290,0.01627906976744186,40.35116279069767,2022-09-30
rus,21,4493,0.004673937235699978,49.29957711996439,2022-09-30
swe,20,542,0.03690036900369004,26.119926199261993,2022-09-30
jpn,18,842,0.021377672209026127,37.720902612826606,2022-09-30
isr,17,394,0.04314720812182741,25.6497461928934,2022-09-30
sgp,17,610,0.027868852459016394,29.624590163934425,2022-09-30
ukr,17,1605,0.01059190031152648,52.95202492211838,2022-09-30
arg,16,1201,0.013322231473771857,52.58451290591174,2022-09-30
chn,16,223,0.07174887892376682,13.695067264573991,2022-09-30
egy,16,795,0.02012578616352201,47.59748427672956,2022-09-30
twn,15,969,0.015479876160990712,40.55727554179567,2022-09-30
mar,13,411,0.031630170316301706,45.85401459854015,2022-09-30
mex,13,967,0.01344364012409514,44.04343329886246,2022-09-30
nzl,13,160,0.08125,31.425,2022-09-30
pak,13,1185,0.010970464135021098,46.505485232067514,2022-09-30
bel,12,267,0.0449438202247191,23.98501872659176,2022-09-30
che,12,344,0.03488372093023256,26.680232558139537,2022-09-30
fin,12,262,0.04580152671755725,19.782442748091604,2022-09-30
grc,12,279,0.043010752688172046,28.412186379928315,2022-09-30
irl,11,247,0.044534412955465584,31.210526315789473,2022-09-30
aut,10,241,0.04149377593360996,24.00414937759336,2022-09-30
bgd,10,688,0.014534883720930232,43.582848837209305,2022-09-30
hkg,10,335,0.029850746268656716,25.913432835820895,2022-09-30
hun,10,266,0.03759398496240601,39.19924812030075,2022-09-30
nor,10,238,0.04201680672268908,27.45378151260504,2022-09-30
tha,10,687,0.01455604075691412,44.56477438136827,2022-09-30
mys,9,660,0.013636363636363636,45.18787878787879,2022-09-30
sau,9,267,0.033707865168539325,34.95880149812734,2022-09-30
vnm,9,1531,0.005878510777269758,48.21685173089484,2022-09-30
col,8,715,0.011188811188811189,48.246153846153845,2022-09-30
zaf,8,422,0.018957345971563982,43.38625592417062,2022-09-30
are,7,289,0.02422145328719723,38.581314878892734,2022-09-30
zzz,7,275,0.025454545454545455,43.46181818181818,2022-09-30
ken,6,153,0.0392156862745098,41.888888888888886,2022-09-30
chl,5,261,0.019157088122605363,46.26053639846743,2022-09-30
dom,5,219,0.0228310502283105,53.58447488584475,2022-09-30
eth,5,81,0.06172839506172839,44.72839506172839,2022-09-30
nga,5,226,0.022123893805309734,45.27433628318584,2022-09-30
phl,5,1086,0.004604051565377533,46.29558011049724,2022-09-30
prt,5,249,0.020080321285140562,30.19277108433735,2022-09-30
tun,5,136,0.03676470588235294,33.88235294117647,2022-09-30
bgr,4,187,0.0213903743315508,40.898395721925134,2022-09-30
cze,4,270,0.014814814814814815,36.84814814814815,2022-09-30
dza,4,273,0.014652014652014652,52.16483516483517,2022-09-30
ltu,4,274,0.014598540145985401,41.613138686131386,2022-09-30
rou,4,309,0.012944983818770227,39.85760517799353,2022-09-30
hrv,3,111,0.02702702702702703,35.531531531531535,2022-09-30
kaz,3,148,0.02027027027027027,43.567567567567565,2022-09-30
lux,3,29,0.10344827586206896,18.93103448275862,2022-09-30
npl,3,176,0.017045454545454544,44.85795454545455,2022-09-30
svk,3,82,0.036585365853658534,24.01219512195122,2022-09-30
blr,2,113,0.017699115044247787,36.150442477876105,2022-09-30
cyp,2,113,0.017699115044247787,47.230088495575224,2022-09-30
ecu,2,213,0.009389671361502348,61.436619718309856,2022-09-30
geo,2,119,0.01680672268907563,40.285714285714285,2022-09-30
gha,2,143,0.013986013986013986,57.40559440559441,2022-09-30
kgz,2,19,0.10526315789473684,46.36842105263158,2022-09-30
khm,2,127,0.015748031496062992,44.75590551181102,2022-09-30
lka,2,154,0.012987012987012988,37.64935064935065,2022-09-30
lva,2,88,0.022727272727272728,39.04545454545455,2022-09-30
pan,2,49,0.04081632653061224,46.08163265306123,2022-09-30
per,2,350,0.005714285714285714,54.074285714285715,2022-09-30
pry,2,48,0.041666666666666664,40.229166666666664,2022-09-30
srb,2,221,0.00904977375565611,42.40723981900452,2022-09-30
svn,2,55,0.03636363636363636,30.818181818181817,2022-09-30
xkk,2,29,0.06896551724137931,54.241379310344826,2022-09-30
ala,1,3,0.3333333333333333,5.0,2022-09-30
aze,1,49,0.02040816326530612,37.55102040816327,2022-09-30
bhr,1,27,0.037037037037037035,31.88888888888889,2022-09-30
civ,1,48,0.020833333333333332,54.583333333333336,2022-09-30
est,1,72,0.013888888888888888,33.986111111111114,2022-09-30
irq,1,434,0.002304147465437788,52.88709677419355,2022-09-30
isl,1,31,0.03225806451612903,26.838709677419356,2022-09-30
jor,1,116,0.008620689655172414,31.448275862068964,2022-09-30
lao,1,24,0.041666666666666664,48.083333333333336,2022-09-30
lbn,1,80,0.0125,38.8,2022-09-30
mda,1,58,0.017241379310344827,51.6551724137931,2022-09-30
omn,1,39,0.02564102564102564,38.17948717948718,2022-09-30
qat,1,54,0.018518518518518517,44.7962962962963,2022-09-30
sdn,1,22,0.045454545454545456,57.36363636363637,2022-09-30
tza,1,17,0.058823529411764705,51.588235294117645,2022-09-30
ury,1,67,0.014925373134328358,43.56716417910448,2022-09-30
uzb,1,69,0.014492753623188406,31.869565217391305,2022-09-30
ven,1,254,0.003937007874015748,54.775590551181104,2022-09-30
vir,1,2,0.5,44.0,2022-09-30
abw,0,4,0.0,43.5,2022-09-30
afg,0,13,0.0,45.84615384615385,2022-09-30
ago,0,15,0.0,52.46666666666667,2022-09-30
alb,0,39,0.0,54.05128205128205,2022-09-30
and,0,6,0.0,61.166666666666664,2022-09-30
arm,0,61,0.0,42.34426229508197,2022-09-30
atg,0,3,0.0,57.666666666666664,2022-09-30
bdi,0,5,0.0,20.0,2022-09-30
ben,0,28,0.0,73.75,2022-09-30
bfa,0,8,0.0,48.375,2022-09-30
bhs,0,18,0.0,59.166666666666664,2022-09-30
bih,0,65,0.0,45.07692307692308,2022-09-30
blz,0,17,0.0,54.470588235294116,2022-09-30
bmu,0,5,0.0,55.0,2022-09-30
bol,0,109,0.0,55.477064220183486,2022-09-30
brb,0,25,0.0,56.28,2022-09-30
brn,0,7,0.0,30.285714285714285,2022-09-30
btn,0,3,0.0,48.666666666666664,2022-09-30
bwa,0,8,0.0,52.75,2022-09-30
cmr,0,19,0.0,34.68421052631579,2022-09-30
cod,0,12,0.0,73.83333333333333,2022-09-30
cog,0,4,0.0,87.75,2022-09-30
cpv,0,28,0.0,56.857142857142854,2022-09-30
cri,0,61,0.0,43.950819672131146,2022-09-30
cub,0,13,0.0,36.61538461538461,2022-09-30
cuw,0,2,0.0,60.0,2022-09-30
cym,0,1,0.0,33.0,2022-09-30
dma,0,2,0.0,74.5,2022-09-30
esh,0,2,0.0,22.0,2022-09-30
fji,0,1,0.0,34.0,2022-09-30
gab,0,6,0.0,74.5,2022-09-30
ggy,0,4,0.0,36.25,2022-09-30
gib,0,2,0.0,44.0,2022-09-30
gin,0,2,0.0,27.5,2022-09-30
glp,0,10,0.0,34.9,2022-09-30
gmb,0,1,0.0,40.0,2022-09-30
gnb,0,1,0.0,91.0,2022-09-30
gnq,0,1,0.0,48.0,2022-09-30
grd,0,2,0.0,72.0,2022-09-30
gtm,0,79,0.0,57.860759493670884,2022-09-30
guf,0,1,0.0,10.0,2022-09-30
gum,0,5,0.0,31.4,2022-09-30
guy,0,8,0.0,49.375,2022-09-30
hnd,0,69,0.0,56.47826086956522,2022-09-30
hti,0,8,0.0,64.125,2022-09-30
jam,0,48,0.0,56.020833333333336,2022-09-30
jey,0,1,0.0,10.0,2022-09-30
kna,0,7,0.0,44.142857142857146,2022-09-30
kwt,0,39,0.0,50.48717948717949,2022-09-30
lby,0,47,0.0,66.7872340425532,2022-09-30
lca,0,2,0.0,65.5,2022-09-30
lso,0,1,0.0,139.0,2022-09-30
mac,0,14,0.0,27.0,2022-09-30
mdg,0,15,0.0,47.333333333333336,2022-09-30
mdv,0,6,0.0,50.166666666666664,2022-09-30
mkd,0,194,0.0,70.62371134020619,2022-09-30
mli,0,6,0.0,69.16666666666667,2022-09-30
mlt,0,24,0.0,33.25,2022-09-30
mmr,0,65,0.0,48.83076923076923,2022-09-30
mne,0,11,0.0,55.18181818181818,2022-09-30
mng,0,25,0.0,43.12,2022-09-30
moz,0,9,0.0,56.333333333333336,2022-09-30
mrt,0,7,0.0,43.857142857142854,2022-09-30
msr,0,1,0.0,46.0,2022-09-30
mtq,0,4,0.0,58.25,2022-09-30
mus,0,16,0.0,33.75,2022-09-30
mwi,0,8,0.0,61.25,2022-09-30
nam,0,13,0.0,39.76923076923077,2022-09-30
ncl,0,4,0.0,29.5,2022-09-30
nic,0,18,0.0,42.94444444444444,2022-09-30
png,0,2,0.0,64.5,2022-09-30
pri,0,21,0.0,48.04761904761905,2022-09-30
pse,0,239,0.0,53.53138075313807,2022-09-30
pyf,0,4,0.0,57.5,2022-09-30
reu,0,13,0.0,41.23076923076923,2022-09-30
rwa,0,3,0.0,40.666666666666664,2022-09-30
sen,0,30,0.0,57.1,2022-09-30
slv,0,37,0.0,58.2972972972973,2022-09-30
som,0,5,0.0,68.8,2022-09-30
ssd,0,2,0.0,54.0,2022-09-30
sur,0,7,0.0,47.57142857142857,2022-09-30
swz,0,1,0.0,10.0,2022-09-30
sxm,0,5,0.0,54.6,2022-09-30
syc,0,3,0.0,14.0,2022-09-30
syr,0,22,0.0,60.36363636363637,2022-09-30
tgo,0,18,0.0,76.33333333333333,2022-09-30
tjk,0,1,0.0,20.0,2022-09-30
tkm,0,1,0.0,11.0,2022-09-30
tls,0,1,0.0,6.0,2022-09-30
tto,0,69,0.0,52.95652173913044,2022-09-30
uga,0,16,0.0,33.5625,2022-09-30
vct,0,3,0.0,85.66666666666667,2022-09-30
vgb,0,12,0.0,50.75,2022-09-30
wsm,0,1,0.0,55.0,2022-09-30
yem,0,27,0.0,62.74074074074074,2022-09-30
zmb,0,10,0.0,51.9,2022-09-30
zwe,0,14,0.0,31.428571428571427,2022-09-30
usa,438,21830,0.020064131928538707,33.61736142922584,2022-10-31
ind,349,9826,0.0355180134337472,29.649399552208425,2022-10-31
deu,127,3033,0.04187273326739202,22.00593471810089,2022-10-31
gbr,108,4205,0.02568370986920333,30.873008323424493,2022-10-31
fra,99,2553,0.038777908343125736,42.249902075989034,2022-10-31
can,69,1619,0.0426189005558987,28.684990735021618,2022-10-31
esp,56,1274,0.04395604395604396,28.68995290423862,2022-10-31
tur,55,1770,0.031073446327683617,45.48022598870057,2022-10-31
ita,53,1215,0.043621399176954734,24.82304526748971,2022-10-31
nld,53,1197,0.04427736006683375,26.228070175438596,2022-10-31
pak,50,1283,0.03897116134060795,35.60015588464536,2022-10-31
rus,50,4568,0.010945709281961471,45.9369527145359,2022-10-31
idn,41,2025,0.020246913580246915,44.49135802469136,2022-10-31
vnm,34,1747,0.019461934745277618,46.38408700629651,2022-10-31
aus,33,1153,0.028620988725065046,27.288811795316565,2022-10-31
bra,33,2445,0.013496932515337423,44.65398773006135,2022-10-31
sgp,32,851,0.03760282021151586,25.600470035252645,2022-10-31
pol,31,1065,0.02910798122065728,31.07887323943662,2022-10-31
irn,30,520,0.057692307692307696,21.028846153846153,2022-10-31
isr,29,433,0.06697459584295612,23.33487297921478,2022-10-31
ukr,28,1468,0.01907356948228883,43.33174386920981,2022-10-31
hkg,25,418,0.05980861244019139,22.81578947368421,2022-10-31
rou,25,478,0.05230125523012552,32.89121338912134,2022-10-31
tha,22,687,0.03202328966521106,41.64192139737991,2022-10-31
bel,19,332,0.0572289156626506,22.768072289156628,2022-10-31
egy,18,716,0.025139664804469275,46.090782122905026,2022-10-31
twn,18,1079,0.016682113067655237,40.04726598702502,2022-10-31
jpn,17,855,0.019883040935672516,30.254970760233917,2022-10-31
swe,17,592,0.028716216216216218,26.261824324324323,2022-10-31
tun,17,208,0.08173076923076923,28.759615384615383,2022-10-31
zaf,17,389,0.043701799485861184,36.634961439588686,2022-10-31
che,15,473,0.03171247357293869,24.109936575052853,2022-10-31
col,15,769,0.01950585175552666,43.469440832249674,2022-10-31
dnk,14,335,0.041791044776119404,21.788059701492536,2022-10-31
mar,14,476,0.029411764705882353,35.668067226890756,2022-10-31
phl,14,1152,0.012152777777777778,44.0234375,2022-10-31
chn,13,234,0.05555555555555555,15.991452991452991,2022-10-31
grc,13,295,0.04406779661016949,23.928813559322034,2022-10-31
mys,13,695,0.01870503597122302,43.7726618705036,2022-10-31
aut,12,271,0.04428044280442804,23.656826568265682,2022-10-31
cze,12,377,0.03183023872679045,30.89920424403183,2022-10-31
arg,11,1141,0.009640666082383873,50.35495179666959,2022-10-31
mex,11,857,0.012835472578763127,45.27071178529755,2022-10-31
dza,10,283,0.0353356890459364,43.254416961130744,2022-10-31
bgr,9,246,0.036585365853658534,34.95528455284553,2022-10-31
kor,9,1772,0.005079006772009029,39.99040632054176,2022-10-31
are,8,284,0.028169014084507043,41.04225352112676,2022-10-31
irl,8,269,0.02973977695167286,28.4275092936803,2022-10-31
nzl,8,180,0.044444444444444446,27.655555555555555,2022-10-31
blr,7,140,0.05,31.1,2022-10-31
fin,7,257,0.027237354085603113,21.66147859922179,2022-10-31
nga,7,186,0.03763440860215054,42.543010752688176,2022-10-31
prt,7,318,0.0220125786163522,28.68553459119497,2022-10-31
bgd,6,653,0.009188361408882083,43.39509954058193,2022-10-31
hun,6,291,0.020618556701030927,35.36426116838488,2022-10-31
ltu,6,279,0.021505376344086023,42.83512544802868,2022-10-31
nor,6,260,0.023076923076923078,25.70769230769231,2022-10-31
zzz,6,290,0.020689655172413793,39.675862068965515,2022-10-31
ecu,5,201,0.024875621890547265,46.45273631840796,2022-10-31
ken,5,150,0.03333333333333333,46.71333333333333,2022-10-31
sau,5,289,0.01730103806228374,38.484429065743946,2022-10-31
srb,5,229,0.021834061135371178,40.917030567685586,2022-10-31
chl,4,271,0.014760147601476014,41.73431734317343,2022-10-31
est,4,91,0.04395604395604396,26.384615384615383,2022-10-31
jor,4,180,0.022222222222222223,28.094444444444445,2022-10-31
cmr,3,23,0.13043478260869565,22.73913043478261,2022-10-31
gha,3,125,0.024,55.16,2022-10-31
kaz,3,187,0.016042780748663103,35.54545454545455,2022-10-31
lva,3,99,0.030303030303030304,40.24242424242424,2022-10-31
mkd,3,233,0.012875536480686695,69.10729613733906,2022-10-31
pan,3,44,0.06818181818181818,47.0,2022-10-31
yem,3,32,0.09375,31.1875,2022-10-31
arm,2,103,0.019417475728155338,30.21359223300971,2022-10-31
bol,2,103,0.019417475728155338,53.19417475728155,2022-10-31
dom,2,162,0.012345679012345678,51.17283950617284,2022-10-31
eth,2,106,0.018867924528301886,51.320754716981135,2022-10-31
hrv,2,89,0.02247191011235955,29.280898876404493,2022-10-31
lux,2,38,0.05263157894736842,22.57894736842105,2022-10-31
npl,2,137,0.014598540145985401,44.2043795620438,2022-10-31
svk,2,109,0.01834862385321101,27.36697247706422,2022-10-31
svn,2,70,0.02857142857142857,29.214285714285715,2022-10-31
uzb,2,69,0.028985507246376812,34.768115942028984,2022-10-31
ven,2,246,0.008130081300813009,53.5650406504065,2022-10-31
bhr,1,22,0.045454545454545456,30.0,2022-10-31
brb,1,31,0.03225806451612903,35.03225806451613,2022-10-31
brn,1,11,0.09090909090909091,49.09090909090909,2022-10-31
bwa,1,15,0.06666666666666667,37.86666666666667,2022-10-31
cyp,1,165,0.006060606060606061,46.2,2022-10-31
geo,1,126,0.007936507936507936,37.976190476190474,2022-10-31
gmb,1,5,0.2,42.2,2022-10-31
gum,1,3,0.3333333333333333,75.33333333333333,2022-10-31
irq,1,435,0.0022988505747126436,49.255172413793105,2022-10-31
kgz,1,29,0.034482758620689655,28.275862068965516,2022-10-31
kwt,1,67,0.014925373134328358,43.59701492537314,2022-10-31
lbn,1,45,0.022222222222222223,41.2,2022-10-31
lka,1,190,0.005263157894736842,27.521052631578947,2022-10-31
nam,1,20,0.05,39.3,2022-10-31
omn,1,30,0.03333333333333333,48.2,2022-10-31
sxm,1,6,0.16666666666666666,43.166666666666664,2022-10-31
uga,1,20,0.05,46.95,2022-10-31
ury,1,75,0.013333333333333334,39.666666666666664,2022-10-31
abw,0,1,0.0,39.0,2022-10-31
afg,0,5,0.0,26.4,2022-10-31
ago,0,13,0.0,46.61538461538461,2022-10-31
aia,0,1,0.0,36.0,2022-10-31
ala,0,2,0.0,7.0,2022-10-31
alb,0,75,0.0,52.053333333333335,2022-10-31
and,0,6,0.0,46.833333333333336,2022-10-31
atg,0,4,0.0,62.0,2022-10-31
aze,0,67,0.0,40.61194029850746,2022-10-31
bdi,0,2,0.0,6.0,2022-10-31
ben,0,26,0.0,44.61538461538461,2022-10-31
bfa,0,6,0.0,21.333333333333332,2022-10-31
bhs,0,22,0.0,59.95454545454545,2022-10-31
bih,0,47,0.0,50.276595744680854,2022-10-31
blz,0,6,0.0,72.0,2022-10-31
bmu,0,5,0.0,36.6,2022-10-31
btn,0,6,0.0,27.0,2022-10-31
caf,0,2,0.0,9.0,2022-10-31
civ,0,41,0.0,55.048780487804876,2022-10-31
cod,0,24,0.0,27.666666666666668,2022-10-31
cog,0,9,0.0,74.66666666666667,2022-10-31
cpv,0,22,0.0,65.4090909090909,2022-10-31
cri,0,66,0.0,35.96969696969697,2022-10-31
cub,0,12,0.0,47.0,2022-10-31
cuw,0,4,0.0,42.5,2022-10-31
cym,0,5,0.0,67.6,2022-10-31
dma,0,5,0.0,36.0,2022-10-31
esh,0,1,0.0,58.0,2022-10-31
fji,0,1,0.0,39.0,2022-10-31
fsm,0,2,0.0,27.0,2022-10-31
gab,0,11,0.0,51.27272727272727,2022-10-31
ggy,0,1,0.0,58.0,2022-10-31
gib,0,3,0.0,27.333333333333332,2022-10-31
glp,0,8,0.0,55.375,2022-10-31
gnq,0,2,0.0,84.5,2022-10-31
grd,0,4,0.0,27.0,2022-10-31
grl,0,4,0.0,58.0,2022-10-31
gtm,0,56,0.0,49.732142857142854,2022-10-31
guf,0,1,0.0,83.0,2022-10-31
guy,0,8,0.0,50.625,2022-10-31
hnd,0,64,0.0,58.8125,2022-10-31
hti,0,5,0.0,76.8,2022-10-31
isl,0,19,0.0,22.63157894736842,2022-10-31
jam,0,49,0.0,56.55102040816327,2022-10-31
jey,0,2,0.0,41.0,2022-10-31
khm,0,149,0.0,45.8255033557047,2022-10-31
kna,0,7,0.0,41.142857142857146,2022-10-31
lao,0,40,0.0,52.525,2022-10-31
lbr,0,1,0.0,63.0,2022-10-31
lby,0,55,0.0,58.38181818181818,2022-10-31
lca,0,6,0.0,40.833333333333336,2022-10-31
mac,0,8,0.0,40.875,2022-10-31
mda,0,94,0.0,41.41489361702128,2022-10-31
mdg,0,22,0.0,40.45454545454545,2022-10-31
mdv,0,4,0.0,31.25,2022-10-31
mli,0,3,0.0,45.333333333333336,2022-10-31
mlt,0,28,0.0,30.392857142857142,2022-10-31
mmr,0,60,0.0,46.46666666666667,2022-10-31
mne,0,20,0.0,31.45,2022-10-31
mng,0,47,0.0,38.787234042553195,2022-10-31
moz,0,10,0.0,31.7,2022-10-31
mrt,0,7,0.0,37.285714285714285,2022-10-31
msr,0,1,0.0,46.0,2022-10-31
mtq,0,10,0.0,42.7,2022-10-31
mus,0,22,0.0,35.54545454545455,2022-10-31
mwi,0,5,0.0,86.8,2022-10-31
myt,0,4,0.0,69.25,2022-10-31
ncl,0,4,0.0,38.75,2022-10-31
ner,0,1,0.0,23.0,2022-10-31
nic,0,15,0.0,61.06666666666667,2022-10-31
per,0,380,0.0,51.39736842105263,2022-10-31
png,0,3,0.0,34.666666666666664,2022-10-31
pri,0,33,0.0,37.93939393939394,2022-10-31
pry,0,703,0.0,44.2773826458037,2022-10-31
